preferredName_A	preferredName_B	score
WNT5A	FZD2	0.999
WNT5A	RYK	0.999
WNT5A	FZD4	0.999
WNT5A	FZD5	0.999
WNT5A	FZD3	0.999
WNT5A	FZD9	0.998
WNT5A	ROR2	0.998
WNT5A	FZD7	0.998
WNT5A	FZD6	0.997
WNT5A	ROR1	0.995
WNT5A	LRP5	0.993
WNT5A	RORA	0.992
WNT5A	FZD1	0.99
WNT5A	WIF1	0.985
WNT5A	PTK7	0.983
WNT5A	DVL2	0.978
WNT5A	VANGL2	0.973
WNT5A	PORCN	0.969
WNT5A	SFRP1	0.963
WNT5A	DVL1	0.961
WNT5A	WNT5B	0.96
WNT5A	GPC3	0.96
WNT5A	FZD8	0.956
WNT5A	WLS	0.955
WNT5A	LRP6	0.953
WNT5A	DKK1	0.942
WNT5A	NOTUM	0.937
WNT5A	SFRP5	0.936
WNT5A	CER1	0.916
WNT5A	DVL3	0.913
WNT5A	SFRP2	0.91
