preferredName_A	preferredName_B	score
LEP	LEPR	0.999
LEP	NPY	0.996
LEP	ADIPOQ	0.994
LEP	GHRL	0.994
LEP	POMC	0.992
LEP	INS	0.985
LEP	PRL	0.985
LEP	GCG	0.976
LEP	AGRP	0.975
LEP	CNTF	0.967
LEP	JAK2	0.966
LEP	IRS1	0.963
LEP	SIGLEC6	0.958
LEP	CSH2	0.953
LEP	CSH1	0.953
LEP	CSF3	0.952
LEP	GH1	0.949
LEP	ADIPOR1	0.949
LEP	PPARG	0.948
LEP	EPO	0.947
LEP	THPO	0.945
LEP	MC4R	0.944
LEP	CEBPA	0.943
LEP	GH2	0.94
LEP	SH2B1	0.936
LEP	KISS1	0.936
LEP	STAT3	0.933
LEP	RETN	0.932
LEP	HCRT	0.929
LEP	RETNLB	0.927
LEP	IL6	0.919
LEP	CRP	0.914
LEP	SOCS3	0.908
LEP	PYY	0.908
LEP	IGF1	0.907
LEP	PPARGC1A	0.903
