preferredName_A	preferredName_B	score
NFKB1	TNF	0.999
NFKB1	CHUK	0.999
NFKB1	IKBKB	0.999
NFKB1	BCL3	0.999
NFKB1	REL	0.999
NFKB1	RELB	0.999
NFKB1	RELA	0.999
NFKB1	IKBKG	0.999
NFKB1	NFKB2	0.999
NFKB1	NFKBIA	0.999
NFKB1	EP300	0.998
NFKB1	NFKBIB	0.998
NFKB1	IL1B	0.996
NFKB1	HDAC1	0.996
NFKB1	MAP3K8	0.996
NFKB1	NFKBIE	0.995
NFKB1	TNIP2	0.995
NFKB1	IL6	0.994
NFKB1	JUN	0.994
NFKB1	TLR4	0.993
NFKB1	KPNA4	0.992
NFKB1	TLR2	0.992
NFKB1	TBK1	0.99
NFKB1	TP53	0.989
NFKB1	CXCL8	0.988
NFKB1	NFKBIZ	0.988
NFKB1	MAPK8	0.987
NFKB1	TXN	0.983
NFKB1	SIRT1	0.983
NFKB1	CCL2	0.982
NFKB1	NLRP3	0.981
NFKB1	IL18	0.979
NFKB1	TLR5	0.977
NFKB1	CCL5	0.975
NFKB1	PPARG	0.972
NFKB1	MYD88	0.972
NFKB1	CXCL2	0.969
NFKB1	CTNNB1	0.964
NFKB1	BTRC	0.964
NFKB1	CXCL1	0.963
NFKB1	STAT3	0.962
NFKB1	ESR1	0.957
NFKB1	NLRP12	0.954
NFKB1	PRKCQ	0.953
NFKB1	TRAF6	0.951
NFKB1	KPNA3	0.949
NFKB1	IL1A	0.946
NFKB1	PRKACB	0.944
NFKB1	PRKACG	0.944
NFKB1	PRKACA	0.944
