preferredName_A	preferredName_B	score
PKM	LDHA	0.997
PKM	ENO1	0.997
PKM	CTNNB1	0.996
PKM	HIF1A	0.996
PKM	ENO2	0.989
PKM	ENO3	0.989
PKM	GPI	0.986
PKM	LDHAL6A	0.986
PKM	ALDOA	0.983
PKM	LDHC	0.983
PKM	PDHB	0.983
PKM	LDHAL6B	0.982
PKM	ENO4	0.979
PKM	PGAM1	0.975
PKM	ME1	0.974
PKM	POU5F1	0.969
PKM	PC	0.967
PKM	CD44	0.965
PKM	ME3	0.963
PKM	TPI1	0.963
PKM	ME2	0.962
PKM	H6PD	0.958
PKM	GAPDH	0.956
PKM	PCK2	0.953
PKM	PCK1	0.951
PKM	TKT	0.951
PKM	PGAM4	0.949
PKM	LDHD	0.946
PKM	PDHA2	0.945
PKM	AK2	0.944
PKM	ALDOC	0.943
PKM	G6PD	0.941
PKM	PFKM	0.938
PKM	AK1	0.938
PKM	PGK1	0.936
PKM	AK3	0.934
PKM	TKTL2	0.934
PKM	TKTL1	0.934
PKM	FGFR1	0.932
PKM	RRM1	0.928
PKM	AK4	0.928
PKM	PRKACA	0.927
PKM	PFKP	0.927
PKM	ITPA	0.926
PKM	PRKACB	0.926
PKM	TALDO1	0.925
PKM	PRKACG	0.925
PKM	NME2	0.925
PKM	PGAM2	0.924
PKM	RRM2	0.924
