preferredName_A	preferredName_B	score
PTEN	TP53	0.999
PTEN	MAGI2	0.998
PTEN	PIK3R1	0.997
PTEN	DLG1	0.996
PTEN	PTK2	0.995
PTEN	PIK3CA	0.995
PTEN	MAST2	0.993
PTEN	PREX2	0.99
PTEN	SPOP	0.99
PTEN	AKT1	0.988
PTEN	PIK3R2	0.985
PTEN	WWP2	0.984
PTEN	NEDD4	0.984
PTEN	PIK3CB	0.984
PTEN	SLC9A3R1	0.982
PTEN	STK11	0.979
PTEN	USP7	0.979
PTEN	PIK3CD	0.973
PTEN	MAGI3	0.972
PTEN	CDC42	0.971
PTEN	CSNK2A1	0.971
PTEN	EGFR	0.969
PTEN	INPP4B	0.967
PTEN	CHUK	0.964
PTEN	TRIM27	0.963
PTEN	UBE3A	0.96
PTEN	INPPL1	0.96
PTEN	PRKCZ	0.958
PTEN	PIP4K2A	0.957
PTEN	PIK3R3	0.955
PTEN	CSNK2A2	0.954
PTEN	ROCK1	0.954
PTEN	PIK3C3	0.953
PTEN	INPP5D	0.953
PTEN	IKBKB	0.952
PTEN	PDGFRB	0.95
PTEN	FRK	0.947
PTEN	INPP4A	0.946
PTEN	CTNNB1	0.943
PTEN	BRAF	0.943
PTEN	MTOR	0.942
PTEN	OTUD3	0.941
PTEN	PIK3C2B	0.941
PTEN	PIKFYVE	0.94
PTEN	NOP53	0.94
PTEN	PLCG1	0.938
PTEN	PIK3C2G	0.938
PTEN	ROCK2	0.937
PTEN	KRAS	0.936
PTEN	PARD3	0.936
