preferredName_A	preferredName_B	score
PCNA	POLH	0.999
PCNA	POLD1	0.999
PCNA	FEN1	0.999
PCNA	CDKN1A	0.999
PCNA	RFC3	0.999
PCNA	RFC2	0.999
PCNA	RFC4	0.999
PCNA	LIG1	0.999
PCNA	RFC5	0.999
PCNA	RFC1	0.999
PCNA	POLI	0.998
PCNA	MSH6	0.998
PCNA	POLD2	0.998
PCNA	POLK	0.998
PCNA	POLD3	0.998
PCNA	RAD18	0.998
PCNA	PCLAF	0.997
PCNA	CDK4	0.996
PCNA	CDT1	0.995
PCNA	DTL	0.995
PCNA	SPRTN	0.992
PCNA	DNMT1	0.991
PCNA	POLD4	0.99
PCNA	CCND1	0.989
PCNA	POLE	0.988
PCNA	POLA1	0.987
PCNA	GADD45A	0.987
PCNA	MCM7	0.985
PCNA	RPS27A	0.983
PCNA	RPA1	0.982
PCNA	CDK6	0.981
PCNA	CCND3	0.978
PCNA	REV1	0.978
PCNA	MCM3	0.975
PCNA	HLTF	0.973
PCNA	MSH2	0.972
PCNA	CCND2	0.971
PCNA	UHRF2	0.97
PCNA	MCM4	0.965
PCNA	UBA52	0.961
PCNA	UBC	0.961
PCNA	EXO1	0.96
PCNA	GADD45G	0.96
PCNA	UBB	0.959
PCNA	MSH3	0.958
PCNA	ZRANB3	0.954
PCNA	PRIM2	0.954
PCNA	CDK2	0.951
PCNA	CHTF18	0.95
PCNA	PRIM1	0.947
