preferredName_A	preferredName_B	score
KRAS	RALGDS	0.999
KRAS	BRAF	0.999
KRAS	SOS1	0.999
KRAS	RAF1	0.999
KRAS	CALML5	0.998
KRAS	CALML3	0.998
KRAS	CALM3	0.998
KRAS	CALML6	0.998
KRAS	CALML4	0.998
KRAS	PIK3CA	0.998
KRAS	RGL1	0.997
KRAS	EGFR	0.997
KRAS	ARAF	0.996
KRAS	NF1	0.996
KRAS	MAP2K1	0.995
KRAS	HRAS	0.992
KRAS	CDKN2A	0.992
KRAS	SRC	0.99
KRAS	SHOC2	0.989
KRAS	ALK	0.989
KRAS	MAPK1	0.988
KRAS	RASSF1	0.987
KRAS	SOS2	0.985
KRAS	MAPK3	0.982
KRAS	BCL2L1	0.982
KRAS	RASSF5	0.981
KRAS	FGFR1	0.981
KRAS	EML4	0.98
KRAS	MET	0.979
KRAS	PDGFRA	0.978
KRAS	KIT	0.976
KRAS	MAPKAP1	0.974
KRAS	PIK3CD	0.974
KRAS	FGFR2	0.973
KRAS	PIK3CB	0.973
KRAS	RASA1	0.971
KRAS	IFNGR1	0.971
KRAS	PLCE1	0.971
KRAS	IGF1R	0.971
KRAS	FGFR3	0.971
KRAS	RIN1	0.969
KRAS	PIK3CG	0.968
KRAS	TIAM1	0.967
KRAS	ERBB2	0.966
KRAS	MAP2K2	0.966
KRAS	PIK3R1	0.963
KRAS	GNAQ	0.96
KRAS	PDGFRB	0.959
KRAS	LGALS3	0.959
KRAS	RGL2	0.958
