preferredName_A	preferredName_B	score
ALB	FCGRT	0.999
ALB	INS	0.999
ALB	AHSG	0.999
ALB	ORM1	0.998
ALB	APOA1	0.998
ALB	SERPINA1	0.998
ALB	ORM2	0.998
ALB	FN1	0.998
ALB	LALBA	0.997
ALB	SHBG	0.996
ALB	LTF	0.996
ALB	HP	0.995
ALB	TTR	0.994
ALB	LRP2	0.994
ALB	CUBN	0.992
ALB	MB	0.992
ALB	SPARC	0.991
ALB	F2	0.99
ALB	VTN	0.988
ALB	B2M	0.987
ALB	CYCS	0.986
ALB	HPX	0.981
ALB	A2M	0.98
ALB	GC	0.98
ALB	MYOM2	0.98
ALB	FGA	0.975
ALB	AMBP	0.97
ALB	PLG	0.963
ALB	APOA2	0.962
ALB	KNG1	0.962
ALB	C3	0.959
ALB	APOE	0.953
ALB	APOB	0.951
ALB	FGG	0.945
ALB	SERPINA7	0.945
ALB	PXDN	0.938
ALB	PXDNL	0.937
ALB	CP	0.936
ALB	GH1	0.936
ALB	APOH	0.933
ALB	SERPINC1	0.933
ALB	GPT	0.928
ALB	CRP	0.928
ALB	AFP	0.927
ALB	IL6	0.926
ALB	SERPINA3	0.914
ALB	ACE	0.912
ALB	BCHE	0.912
ALB	APOC3	0.912
ALB	TG	0.912
