preferredName_A	preferredName_B	score
MCM7	MCM2	0.999
MCM7	TIPIN	0.999
MCM7	MCM6	0.999
MCM7	CDT1	0.999
MCM7	GINS3	0.999
MCM7	CDC45	0.999
MCM7	ORC6	0.999
MCM7	GINS2	0.999
MCM7	CDC6	0.999
MCM7	MCM3	0.999
MCM7	GINS1	0.999
MCM7	CDC7	0.999
MCM7	MCM5	0.999
MCM7	GINS4	0.999
MCM7	MCM10	0.999
MCM7	MCM4	0.999
MCM7	ORC2	0.997
MCM7	MCM8	0.997
MCM7	ORC1	0.997
MCM7	MCM9	0.997
MCM7	DBF4	0.997
MCM7	WDHD1	0.996
MCM7	TIMELESS	0.996
MCM7	MCMBP	0.996
MCM7	ORC4	0.995
MCM7	ORC5	0.991
MCM7	ORC3	0.991
MCM7	POLE	0.986
MCM7	PCNA	0.985
MCM7	POLE2	0.982
MCM7	ATRIP	0.978
MCM7	MCM8-2	0.963
MCM7	CLSPN	0.956
MCM7	LRR1	0.947
MCM7	CCNA2	0.947
MCM7	POLA1	0.944
MCM7	RFC5	0.939
MCM7	RFC3	0.937
MCM7	PRIM2	0.934
MCM7	ELOC	0.926
MCM7	RRM1	0.921
MCM7	PRIM1	0.919
MCM7	CDK2	0.914
MCM7	CCNA1	0.913
MCM7	CHEK1	0.906
MCM7	RFC4	0.906
MCM7	RPA1	0.905
MCM7	FEN1	0.903
MCM7	CUL2	0.902
