preferredName_A	preferredName_B	score
MSH2	PMS2	0.999
MSH2	MSH6	0.999
MSH2	MSH3	0.999
MSH2	MLH1	0.999
MSH2	EXO1	0.999
MSH2	ATM	0.999
MSH2	PMS1	0.999
MSH2	MLH3	0.999
MSH2	POLD1	0.994
MSH2	BRCA1	0.994
MSH2	ERCC1	0.992
MSH2	ERCC4	0.989
MSH2	XRCC6	0.979
MSH2	TP53	0.974
MSH2	ARID1A	0.974
MSH2	XRCC5	0.973
MSH2	PCNA	0.972
MSH2	SLX4	0.972
MSH2	BRCA2	0.968
MSH2	LIG4	0.964
MSH2	ERCC5	0.962
MSH2	FANCD2	0.957
MSH2	PRKDC	0.957
MSH2	XRCC4	0.953
MSH2	FEN1	0.948
MSH2	POLE	0.947
MSH2	RAD23B	0.946
MSH2	MUTYH	0.946
MSH2	DCLRE1C	0.944
MSH2	SMARCAD1	0.944
MSH2	XPC	0.944
MSH2	RAD51	0.944
MSH2	MCM9	0.938
MSH2	RFC4	0.935
MSH2	CHEK2	0.934
MSH2	NHEJ1	0.932
MSH2	KDM1A	0.925
MSH2	ERCC8	0.924
MSH2	PAXX	0.918
MSH2	CETN2	0.917
MSH2	EPCAM	0.914
MSH2	SWSAP1	0.912
MSH2	ATP23	0.91
MSH2	ATR	0.91
MSH2	XPA	0.908
MSH2	BLM	0.907
MSH2	PHF21A	0.907
MSH2	ZSWIM7	0.905
MSH2	RCOR1	0.904
