preferredName_A	preferredName_B	score
CXCL8	CXCR2	0.999
CXCL8	CCL2	0.999
CXCL8	CXCR1	0.999
CXCL8	PF4	0.999
CXCL8	ACKR1	0.999
CXCL8	CCL8	0.998
CXCL8	CCR2	0.998
CXCL8	IL4	0.997
CXCL8	CXCR4	0.997
CXCL8	CXCR3	0.997
CXCL8	CCR1	0.997
CXCL8	RELA	0.995
CXCL8	IL1B	0.994
CXCL8	IL6	0.991
CXCL8	CCL4	0.988
CXCL8	NFKB1	0.988
CXCL8	JUN	0.987
CXCL8	CCR3	0.986
CXCL8	IL2	0.985
CXCL8	TNF	0.983
CXCL8	CXCL2	0.982
CXCL8	CCL5	0.98
CXCL8	CCL3	0.977
CXCL8	PTGS2	0.975
CXCL8	CXCL10	0.975
CXCL8	IL1A	0.974
CXCL8	CSF2	0.972
CXCL8	CCR5	0.971
CXCL8	CSF3	0.971
CXCL8	IL10	0.97
CXCL8	VWF	0.962
CXCL8	IFNG	0.961
CXCL8	CXCL9	0.959
CXCL8	CXCL1	0.957
CXCL8	CXCL12	0.951
CXCL8	CXCL5	0.951
CXCL8	CXCL11	0.946
CXCL8	ICAM1	0.943
CXCL8	CCL20	0.941
CXCL8	IL13	0.94
CXCL8	TLR4	0.933
CXCL8	TNFAIP6	0.933
CXCL8	IL5	0.932
CXCL8	CCL11	0.929
CXCL8	IL1RN	0.926
CXCL8	IL18	0.926
CXCL8	CCL19	0.925
CXCL8	IL17A	0.924
CXCL8	CX3CR1	0.914
CXCL8	CCL7	0.907
