preferredName_A	preferredName_B	score
CDKN2A	NPM1	0.999
CDKN2A	MDM2	0.999
CDKN2A	CDK4	0.999
CDKN2A	CDK6	0.999
CDKN2A	TP53	0.999
CDKN2A	MYC	0.998
CDKN2A	CCND1	0.998
CDKN2A	CDK2	0.993
CDKN2A	KRAS	0.992
CDKN2A	HRAS	0.99
CDKN2A	CCND2	0.99
CDKN2A	NRAS	0.984
CDKN2A	CYTH1	0.976
CDKN2A	CCND3	0.975
CDKN2A	E2F1	0.969
CDKN2A	CDKN1A	0.966
CDKN2A	MDM4	0.963
CDKN2A	CCNL2	0.962
CDKN2A	CDKN2AIP	0.958
CDKN2A	HIF1A	0.956
CDKN2A	CDKN2B	0.951
CDKN2A	MAPK14	0.944
CDKN2A	ARF1	0.94
CDKN2A	MTAP	0.931
CDKN2A	RRAS	0.93
CDKN2A	CTNNB1	0.93
CDKN2A	CDKN1B	0.93
CDKN2A	MRAS	0.925
CDKN2A	MAPK11	0.924
CDKN2A	MAPK13	0.924
CDKN2A	MAPK12	0.924
CDKN2A	PTEN	0.923
CDKN2A	CDC6	0.922
CDKN2A	RRAS2	0.922
CDKN2A	HUWE1	0.915
CDKN2A	BMI1	0.913
CDKN2A	EGFR	0.91
CDKN2A	CDC7	0.905
