preferredName_A	preferredName_B	score
EIF2S1	PSMD14	0.999
EIF2S1	EIF3I	0.999
EIF2S1	EIF2AK2	0.999
EIF2S1	EIF2S2	0.999
EIF2S1	EIF2AK4	0.999
EIF2S1	RPS3	0.999
EIF2S1	RPS3A	0.999
EIF2S1	EIF2B5	0.999
EIF2S1	EIF2B4	0.999
EIF2S1	PPP1R15A	0.999
EIF2S1	EIF2B3	0.999
EIF2S1	EIF3A	0.999
EIF2S1	EIF2S3	0.999
EIF2S1	EIF3B	0.999
EIF2S1	EIF2B2	0.999
EIF2S1	EIF2B1	0.999
EIF2S1	RPS26	0.998
EIF2S1	EIF1	0.998
EIF2S1	RPS16	0.998
EIF2S1	RPS24	0.998
EIF2S1	RPS20	0.998
EIF2S1	RPS25	0.998
EIF2S1	RPS6	0.998
EIF2S1	EIF5	0.998
EIF2S1	RPS2	0.998
EIF2S1	RPS15	0.998
EIF2S1	RPS8	0.998
EIF2S1	EIF2AK3	0.998
EIF2S1	RPS5	0.998
EIF2S1	RPS11	0.997
EIF2S1	RPS14	0.997
EIF2S1	RPS23	0.997
EIF2S1	RPS19	0.997
EIF2S1	RPS18	0.997
EIF2S1	RPS28	0.997
EIF2S1	RPS7	0.997
EIF2S1	EIF3D	0.996
EIF2S1	EIF3C	0.996
EIF2S1	FAU	0.996
EIF2S1	PPP1CA	0.996
EIF2S1	EIF2AK1	0.996
EIF2S1	EIF1AX	0.995
EIF2S1	RPS13	0.995
EIF2S1	RPS9	0.995
EIF2S1	RPS21	0.995
EIF2S1	RPS27A	0.994
EIF2S1	EIF3E	0.994
EIF2S1	RPSA	0.993
EIF2S1	RPS12	0.993
EIF2S1	RPS4X	0.993
