preferredName_A	preferredName_B	score
JUN	MAPK9	0.999
JUN	FOS	0.999
JUN	MAPK8	0.999
JUN	FOSB	0.999
JUN	FOSL2	0.999
JUN	JUND	0.999
JUN	FOSL1	0.999
JUN	JUNB	0.999
JUN	ESR1	0.999
JUN	EP300	0.999
JUN	ATF2	0.999
JUN	ATF3	0.999
JUN	IRF3	0.998
JUN	MAPK1	0.998
JUN	NFATC2	0.998
JUN	COPS5	0.998
JUN	CREB1	0.998
JUN	BATF	0.997
JUN	TP53	0.997
JUN	FBXW7	0.997
JUN	SMAD3	0.997
JUN	SP1	0.996
JUN	STAT3	0.995
JUN	CREBBP	0.994
JUN	NFKB1	0.994
JUN	MAF	0.993
JUN	SPI1	0.993
JUN	MAPK14	0.992
JUN	MAPK8IP1	0.992
JUN	MAFB	0.991
JUN	AKT1	0.991
JUN	EGR1	0.99
JUN	IRF7	0.989
JUN	TNF	0.989
JUN	SMAD4	0.989
JUN	IL6	0.989
JUN	MAPK3	0.987
JUN	CXCL8	0.987
JUN	IL1B	0.987
JUN	RELA	0.986
JUN	CCL2	0.98
JUN	PPARA	0.979
JUN	BATF3	0.979
JUN	GDNF	0.975
JUN	ATF7	0.974
JUN	SRC	0.974
JUN	MAPK11	0.971
JUN	CREB5	0.971
JUN	MAPK12	0.971
JUN	MYC	0.97
