preferredName_A	preferredName_B	score
SYK	CLEC7A	0.999
SYK	LCP2	0.999
SYK	TYROBP	0.999
SYK	VAV1	0.999
SYK	LYN	0.999
SYK	CARD9	0.999
SYK	BLNK	0.999
SYK	BTK	0.999
SYK	PLCG2	0.999
SYK	SRC	0.999
SYK	FCER1G	0.999
SYK	PLCG1	0.998
SYK	CD247	0.997
SYK	VAV3	0.997
SYK	CD79B	0.997
SYK	CD3E	0.997
SYK	CBL	0.997
SYK	CD79A	0.996
SYK	PTPN6	0.995
SYK	CLEC4E	0.995
SYK	FCGR2A	0.995
SYK	CLEC1B	0.992
SYK	FCGR3A	0.989
SYK	CD3G	0.989
SYK	VAV2	0.989
SYK	LCK	0.987
SYK	FCGR1A	0.986
SYK	GRB2	0.986
SYK	FCGR3B	0.984
SYK	FYN	0.983
SYK	CD19	0.983
SYK	TREM2	0.982
SYK	CD4	0.981
SYK	PIK3R1	0.98
SYK	STAT3	0.98
SYK	LAT	0.978
SYK	ZAP70	0.977
SYK	PIK3CD	0.976
SYK	GAB2	0.975
SYK	FCGR2B	0.974
SYK	TLR4	0.971
SYK	FCER1A	0.969
SYK	PIK3R2	0.964
SYK	PTPN11	0.963
SYK	CD8A	0.96
SYK	CBLB	0.96
SYK	CD22	0.959
SYK	MS4A2	0.957
SYK	SHC1	0.957
SYK	LOC102723407	0.955
