preferredName_A	preferredName_B	score
CYP3A7	CYP2C9	0.971
CYP3A7	CYP2C8	0.969
CYP3A7	CYP3A5	0.968
CYP3A7	CYP2B6	0.967
CYP3A7	CYP2C18	0.967
CYP3A7	CYP1A1	0.956
CYP3A7	CYP1A2	0.956
CYP3A7	CYP2A6	0.951
CYP3A7	CYP4A11	0.948
CYP3A7	POR	0.945
CYP3A7	CYP4A22	0.941
CYP3A7	CYP26A1	0.941
CYP3A7	CYP2S1	0.941
CYP3A7	HSD3B1	0.941
CYP3A7	CYP17A1	0.941
CYP3A7	HSD3B2	0.939
CYP3A7	CYP7A1	0.938
CYP3A7	CYP26B1	0.936
CYP3A7	SULT2B1	0.934
CYP3A7	CYP26C1	0.933
CYP3A7	AKR1C3	0.926
CYP3A7	AOX1	0.925
CYP3A7	ALDH1A1	0.923
CYP3A7	ALDH1A2	0.923
CYP3A7	ALDH1A3	0.922
CYP3A7	ENSP00000480571	0.911
CYP3A7	STS	0.909
