preferredName_A	preferredName_B	score
KDR	VEGFB	0.999
KDR	CDH5	0.999
KDR	NRP1	0.999
KDR	VEGFC	0.999
KDR	PGF	0.999
KDR	VEGFD	0.999
KDR	PECAM1	0.999
KDR	FGF2	0.998
KDR	SRC	0.998
KDR	PDGFC	0.997
KDR	CTNNB1	0.996
KDR	SHC1	0.995
KDR	FLT4	0.994
KDR	ANGPT1	0.994
KDR	FLT1	0.994
KDR	CDH17	0.991
KDR	SH2D2A	0.991
KDR	ANGPT2	0.986
KDR	PDGFRB	0.986
KDR	ITGB3	0.979
KDR	PIK3CA	0.975
KDR	HSPG2	0.975
KDR	PLCG1	0.974
KDR	PTPN6	0.972
KDR	SHC2	0.972
KDR	GRB2	0.97
KDR	TIMP3	0.967
KDR	HGF	0.966
KDR	CAV1	0.962
KDR	COL18A1	0.96
KDR	PTK2	0.958
KDR	FGF13	0.957
KDR	HSP90AA1	0.954
KDR	JAK1	0.947
KDR	IQGAP1	0.946
KDR	FGF7	0.945
KDR	CDC42	0.945
KDR	NRP2	0.944
KDR	PIK3R1	0.943
KDR	PLXND1	0.942
KDR	NCK1	0.942
KDR	MCAM	0.941
KDR	SHC3	0.941
KDR	CD47	0.94
KDR	PTPN1	0.938
KDR	KITLG	0.934
KDR	FGF10	0.933
KDR	PIK3CB	0.932
KDR	FGF4	0.932
KDR	DCN	0.931
