preferredName_A	preferredName_B	score
PRDX6	GPX4	0.973
PRDX6	GSTP1	0.973
PRDX6	GPX8	0.971
PRDX6	GPX7	0.97
PRDX6	GPX2	0.967
PRDX6	GPX5	0.967
PRDX6	GPX3	0.967
PRDX6	GPX6	0.966
PRDX6	GSR	0.964
PRDX6	GSTO1	0.957
PRDX6	HPGDS	0.942
PRDX6	GSTM3	0.94
PRDX6	GSTM1	0.939
PRDX6	GSTO2	0.933
PRDX6	GSTM2	0.933
PRDX6	GSTA3	0.932
PRDX6	MGST1	0.928
PRDX6	GSTM5	0.928
PRDX6	GSTT2B	0.928
PRDX6	GSTA4	0.923
PRDX6	GSTM4	0.92
PRDX6	TXNDC12	0.918
PRDX6	GSTA5	0.916
PRDX6	GSS	0.915
PRDX6	GSTA1	0.914
PRDX6	MGST3	0.914
PRDX6	GSTA2	0.913
PRDX6	MGST2	0.911
PRDX6	GGT6	0.909
PRDX6	GGT5	0.909
PRDX6	GGT7	0.909
PRDX6	GGT1	0.909
PRDX6	CHAC2	0.906
PRDX6	CHAC1	0.901
