Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_AGRIN,AGRIN_TIMP-2,0.9,1.0,0.1,1.0,0.78049,0.62626
MMP9_KPYM,KPYM_TIMP-2,0.88387,1.0,0.1,1.0,0.775,0.67677
TIMP-2_MMP9,KPYM_PERM,0.87333,1.0,0.1,1.0,0.76923,0.0101
MMP9_KPYM,AGRIN_TIMP-2,0.87097,1.0,0.1,1.0,0.775,0.59596
TIMP-2_MMP9,AGRIN_TIMP-2,0.86875,1.0,0.3,1.0,0.82051,0.0101
PERM_TIMP-2,AGRIN_TIMP-2,0.85806,1.0,0.1,1.0,0.775,0.61616
TIMP-2_MMP9,AGRIN_PERM,0.84839,1.0,0.2,1.0,0.79487,0.0101
TIMP-2_PERM,AGRIN_TIMP-2,0.84839,1.0,0.1,1.0,0.775,0.0101
TIMP-2_MMP9,AGRIN_MMP9,0.84375,1.0,0.3,1.0,0.82051,0.0101
TIMP-2_MMP9,KPYM_TIMP-2,0.84194,1.0,0.2,1.0,0.79487,0.0101
PERM_MMP9,AGRIN_TIMP-2,0.83871,1.0,0.1,1.0,0.775,0.06061
MMP9_PERM,AGRIN_TIMP-2,0.83548,1.0,0.1,1.0,0.775,0.59596
MMP9_TIMP-2,TIMP-2_AGRIN,0.82812,1.0,0.1,1.0,0.78049,0.0202
MMP9_TIMP-2,PERM_KPYM,0.82667,1.0,0.1,1.0,0.76923,0.42424
PERM_KPYM,KPYM_TIMP-2,0.82333,1.0,0.1,1.0,0.76923,0.67677
TIMP-2_PERM,KPYM_PERM,0.82333,1.0,0.1,1.0,0.76923,0.0101
TIMP-2_MMP9,KPYM_MMP9,0.82258,1.0,0.2,1.0,0.79487,0.0101
TIMP-2_PERM,AGRIN_PERM,0.82258,1.0,0.2,1.0,0.79487,0.0101
TIMP-2_PERM,KPYM_TIMP-2,0.82,1.0,0.1,1.0,0.76923,0.0101
MMP9_TIMP-2,PERM_AGRIN,0.81935,1.0,0.1,1.0,0.775,0.23232
AGRIN_TIMP-2,,0.81875,1.0,0.1,1.0,0.78049,0.61616
TIMP-2_AGRIN,AGRIN_TIMP-2,0.81875,1.0,0.1,1.0,0.78049,0.07071
AGRIN_TIMP-2,KPYM_TIMP-2,0.81613,1.0,0.1,1.0,0.775,0.57576
MMP9_TIMP-2,TIMP-2_KPYM,0.8129,0.96774,0.1,0.5,0.76923,0.29293
PERM_TIMP-2,TIMP-2_AGRIN,0.8129,1.0,0.1,1.0,0.775,0.0101
PERM_AGRIN,AGRIN_TIMP-2,0.8129,1.0,0.1,1.0,0.775,0.59596
MMP9_TIMP-2,AGRIN_TIMP-2,0.8125,1.0,0.1,1.0,0.78049,0.53535
