preferredName_A	preferredName_B	score
UGT1A1	UGT1A3	0.998
UGT1A1	UGT1A9	0.998
UGT1A1	UGT1A6	0.998
UGT1A1	UGT1A8	0.996
UGT1A1	UGT1A10	0.995
UGT1A1	UGT1A7	0.994
UGT1A1	CYP3A4	0.994
UGT1A1	UGT1A4	0.994
UGT1A1	CYP1A1	0.985
UGT1A1	SLC35A2	0.984
UGT1A1	CYP2D6	0.979
UGT1A1	CYP3A5	0.974
UGT1A1	CYP2E1	0.97
UGT1A1	UGDH	0.968
UGT1A1	CYP2A6	0.964
UGT1A1	CYP1B1	0.963
UGT1A1	CYP1A2	0.957
UGT1A1	SULT1E1	0.956
UGT1A1	GUSB	0.948
UGT1A1	AOX1	0.941
UGT1A1	CYP2A13	0.94
UGT1A1	CYP19A1	0.94
UGT1A1	BLVRA	0.933
UGT1A1	CYP2C9	0.932
UGT1A1	AKR1C1	0.931
UGT1A1	AKR1C2	0.929
UGT1A1	AKR1C4	0.928
UGT1A1	SLCO1B1	0.927
UGT1A1	CYP2B6	0.926
UGT1A1	CBR1	0.924
UGT1A1	AKR1C3	0.924
UGT1A1	AKR1D1	0.919
UGT1A1	HSD17B3	0.915
UGT1A1	CYP2C8	0.902
UGT1A1	MIOX	0.901
