preferredName_A	preferredName_B	score
CDH1	KLRG1	0.999
CDH1	CTNNB1	0.999
CDH1	CTNNA1	0.999
CDH1	JUP	0.999
CDH1	CTNND1	0.999
CDH1	EGFR	0.999
CDH1	IQGAP1	0.997
CDH1	ITGAE	0.997
CDH1	VCL	0.996
CDH1	CDH2	0.995
CDH1	CBLL1	0.993
CDH1	OCLN	0.993
CDH1	SRC	0.988
CDH1	TJP1	0.987
CDH1	SLCO6A1	0.987
CDH1	CDH5	0.985
CDH1	CTNNA3	0.981
CDH1	PSEN1	0.98
CDH1	ERBB2	0.97
CDH1	CTNNA2	0.969
CDH1	CDH3	0.967
CDH1	SNAI1	0.965
CDH1	AJAP1	0.965
CDH1	ZEB1	0.961
CDH1	MET	0.959
CDH1	MMP9	0.957
CDH1	CASP3	0.956
CDH1	ZEB2	0.954
CDH1	FLOT2	0.951
CDH1	S100A8	0.944
CDH1	RAPGEF1	0.944
CDH1	NECTIN1	0.939
CDH1	ERVW-1	0.932
CDH1	ERVFRD-1	0.932
CDH1	PTEN	0.93
CDH1	SNAI2	0.929
CDH1	ERV3-1	0.929
CDH1	SKP2	0.927
CDH1	CD44	0.927
CDH1	FLOT1	0.926
CDH1	MDM2	0.925
CDH1	CLDN7	0.923
CDH1	F11R	0.921
CDH1	APC	0.92
CDH1	SCRIB	0.916
CDH1	TRIM21	0.913
CDH1	EPCAM	0.905
CDH1	RPS27A	0.904
CDH1	AKT1	0.903
CDH1	SLC6A3	0.901
