preferredName_A	preferredName_B	score
CCND1	CDK2	0.999
CCND1	CDKN1B	0.999
CCND1	CDK4	0.999
CCND1	CDK6	0.999
CCND1	CDKN1A	0.999
CCND1	RB1	0.998
CCND1	CDK1	0.998
CCND1	CDKN2A	0.998
CCND1	ESR1	0.997
CCND1	CDKN1C	0.994
CCND1	CDKN2C	0.989
CCND1	PCNA	0.989
CCND1	GSK3B	0.987
CCND1	CREBBP	0.986
CCND1	FBXO31	0.985
CCND1	STAT3	0.98
CCND1	EP300	0.974
CCND1	CDKN2B	0.974
CCND1	CTNNB1	0.972
CCND1	CDC25A	0.97
CCND1	MYC	0.969
CCND1	SKP1	0.968
CCND1	RBL2	0.966
CCND1	YBX3	0.961
CCND1	SKP2	0.959
CCND1	KAT2B	0.959
CCND1	BCL2	0.958
CCND1	FBXO4	0.956
CCND1	AR	0.955
CCND1	CDKN2D	0.952
CCND1	CCNL2	0.949
CCND1	CREB1	0.949
CCND1	TP53	0.946
CCND1	ELAVL1	0.946
CCND1	HSPA8	0.945
CCND1	RASSF1	0.945
CCND1	FOS	0.942
CCND1	CCND2	0.942
CCND1	CCND3	0.939
CCND1	E2F1	0.938
CCND1	RBL1	0.935
CCND1	LEF1	0.93
CCND1	MDM2	0.926
CCND1	CUL1	0.924
CCND1	AKT1	0.923
CCND1	BRCA1	0.922
CCND1	SYMPK	0.921
CCND1	HDAC4	0.92
CCND1	JUN	0.919
CCND1	LOC102723407	0.909
