preferredName_A	preferredName_B	score
HRAS	RALGDS	0.999
HRAS	SOS1	0.999
HRAS	RAF1	0.999
HRAS	RASSF5	0.999
HRAS	BRAF	0.999
HRAS	RASA1	0.999
HRAS	AFDN	0.998
HRAS	PIK3CG	0.998
HRAS	PIK3CA	0.995
HRAS	RASGRF1	0.995
HRAS	ARAF	0.995
HRAS	RASGRP4	0.995
HRAS	SRC	0.994
HRAS	NF1	0.994
HRAS	EGFR	0.994
HRAS	RIN1	0.993
HRAS	RASSF1	0.992
HRAS	KRAS	0.992
HRAS	SHOC2	0.99
HRAS	CDKN2A	0.99
HRAS	PIK3R1	0.99
HRAS	MAP2K1	0.989
HRAS	TRAF3	0.986
HRAS	MAPK8	0.985
HRAS	MAPK3	0.983
HRAS	FGFR3	0.982
HRAS	SOS2	0.981
HRAS	RGL1	0.98
HRAS	RGL2	0.98
HRAS	MAPK1	0.979
HRAS	CAV1	0.974
HRAS	PLCE1	0.973
HRAS	PIK3CD	0.971
HRAS	MAP2K2	0.968
HRAS	GNAQ	0.967
HRAS	ALK	0.966
HRAS	CALM3	0.965
HRAS	RASGRP3	0.964
HRAS	PIK3CB	0.963
HRAS	CALML5	0.963
HRAS	CALML3	0.963
HRAS	PDGFRB	0.962
HRAS	FGFR1	0.962
HRAS	KIT	0.962
HRAS	MET	0.961
HRAS	FGFR2	0.961
HRAS	CALML4	0.96
HRAS	PDGFRA	0.96
HRAS	CALML6	0.96
HRAS	RAPGEF2	0.958
