preferredName_A	preferredName_B	score
CCNA1	CDKN1A	0.999
CCNA1	SKP2	0.999
CCNA1	CDK2	0.999
CCNA1	CDK1	0.999
CCNA1	CDKN1B	0.999
CCNA1	E2F1	0.999
CCNA1	RB1	0.995
CCNA1	CDK6	0.993
CCNA1	CDC6	0.993
CCNA1	MYBL2	0.989
CCNA1	CDK4	0.988
CCNA1	CDKN1C	0.988
CCNA1	CDC20	0.982
CCNA1	SKP1	0.982
CCNA1	CCNA2	0.977
CCNA1	TP53	0.974
CCNA1	CDC25B	0.974
CCNA1	FZR1	0.967
CCNA1	E2F2	0.964
CCNA1	CDT1	0.961
CCNA1	ELAVL1	0.96
CCNA1	E2F3	0.957
CCNA1	CCNL2	0.95
CCNA1	CKS1B	0.947
CCNA1	UBE2C	0.938
CCNA1	MCM4	0.923
CCNA1	MCM6	0.917
CCNA1	CCNH	0.915
CCNA1	MCM7	0.913
CCNA1	CDC25A	0.913
CCNA1	CCNE1	0.907
CCNA1	MCM5	0.902
