preferredName_A	preferredName_B	score
TPI1	GAPDHS	0.999
TPI1	GAPDH	0.999
TPI1	PGK1	0.999
TPI1	GPI	0.999
TPI1	ENO1	0.998
TPI1	PGK2	0.998
TPI1	ALDOA	0.997
TPI1	TALDO1	0.994
TPI1	TKFC	0.992
TPI1	ALDOC	0.989
TPI1	PGAM1	0.989
TPI1	ALDOB	0.986
TPI1	CSTF3	0.983
TPI1	TKT	0.98
TPI1	PGAM4	0.974
TPI1	ENO3	0.963
TPI1	TKTL1	0.963
TPI1	TKTL2	0.963
TPI1	PKM	0.963
TPI1	LOC112694756	0.961
TPI1	PNMA8B	0.959
TPI1	ENO2	0.959
TPI1	PGAM2	0.955
TPI1	H6PD	0.951
TPI1	G6PD	0.942
TPI1	PFKM	0.94
TPI1	DERA	0.929
TPI1	BPGM	0.927
TPI1	PFKP	0.925
TPI1	PFKL	0.923
TPI1	SHMT2	0.92
TPI1	MYCBPAP	0.913
TPI1	LDHA	0.913
TPI1	ENO4	0.906
TPI1	HLA-DRB1	0.904
TPI1	HLA-DRA	0.902
