preferredName_A	preferredName_B	score
CTNNB1	TCF7	0.999
CTNNB1	POU5F1	0.999
CTNNB1	HNF4A	0.999
CTNNB1	TCF7L2	0.999
CTNNB1	TCF4	0.999
CTNNB1	LEF1	0.999
CTNNB1	CDH1	0.999
CTNNB1	CDH17	0.999
CTNNB1	APC	0.999
CTNNB1	PSEN1	0.999
CTNNB1	EP300	0.999
CTNNB1	GSK3B	0.999
CTNNB1	CSNK1A1	0.999
CTNNB1	SRC	0.999
CTNNB1	IQGAP1	0.999
CTNNB1	AXIN1	0.999
CTNNB1	CDH2	0.999
CTNNB1	SMAD3	0.999
CTNNB1	CTNND1	0.999
CTNNB1	SKP1	0.999
CTNNB1	BCL9	0.999
CTNNB1	BTRC	0.999
CTNNB1	RUVBL1	0.999
CTNNB1	TCF7L1	0.999
CTNNB1	CREBBP	0.999
CTNNB1	CDH5	0.999
CTNNB1	CTNNBIP1	0.999
CTNNB1	AXIN2	0.999
CTNNB1	CTNNA1	0.999
CTNNB1	MUC1	0.998
CTNNB1	PECAM1	0.998
CTNNB1	SMARCA4	0.998
CTNNB1	SMAD4	0.998
CTNNB1	SMAD2	0.998
CTNNB1	HIF1A	0.998
CTNNB1	TBL1X	0.998
CTNNB1	CTNNA3	0.998
CTNNB1	FOXO3	0.998
CTNNB1	CTNNA2	0.998
CTNNB1	EGFR	0.998
CTNNB1	ERBB2	0.998
CTNNB1	VCL	0.997
CTNNB1	RUVBL2	0.997
CTNNB1	TBL1XR1	0.997
CTNNB1	YAP1	0.997
CTNNB1	AR	0.996
CTNNB1	KDR	0.996
CTNNB1	GSK3A	0.996
CTNNB1	PKM	0.996
CTNNB1	CDH3	0.995
