preferredName_A	preferredName_B	score
MTOR	RRAGA	0.999
MTOR	RPTOR	0.999
MTOR	AKT1S1	0.999
MTOR	TELO2	0.999
MTOR	MAPKAP1	0.999
MTOR	FKBP1A	0.999
MTOR	RRAGC	0.999
MTOR	RPS6KB1	0.999
MTOR	AKT1	0.999
MTOR	RHEB	0.999
MTOR	RRAGB	0.999
MTOR	TTI1	0.999
MTOR	RICTOR	0.999
MTOR	DEPTOR	0.999
MTOR	MLST8	0.999
MTOR	EIF4EBP1	0.999
MTOR	ULK1	0.999
MTOR	PRR5	0.999
MTOR	HSP90AA1	0.998
MTOR	HSP90AB1	0.998
MTOR	LAMP1	0.997
MTOR	UBC	0.996
MTOR	RPS6KB2	0.995
MTOR	TUBB	0.995
MTOR	DDB1	0.995
MTOR	PSMD14	0.994
MTOR	PSMC6	0.994
MTOR	PRR5L	0.994
MTOR	TUBA1B	0.994
MTOR	TUBB4A	0.994
MTOR	UBAP2L	0.994
MTOR	PSMC5	0.994
MTOR	IRS1	0.992
MTOR	SGK1	0.992
MTOR	RRAGD	0.991
MTOR	TSC2	0.99
MTOR	ULK2	0.986
MTOR	TFEB	0.983
MTOR	RB1CC1	0.982
MTOR	ATG101	0.977
MTOR	TSC1	0.974
MTOR	PRKAA2	0.973
MTOR	CHUK	0.973
MTOR	LAMTOR2	0.972
MTOR	PRKAA1	0.972
MTOR	PRKCA	0.969
MTOR	AKT2	0.967
MTOR	PRKAB1	0.967
MTOR	IRS2	0.966
MTOR	EIF4EBP2	0.966
