preferredName_A	preferredName_B	score
NAMPT	SIRT1	0.993
NAMPT	NMNAT1	0.992
NAMPT	NMNAT2	0.976
NAMPT	NMRK1	0.971
NAMPT	SIRT3	0.97
NAMPT	NNMT	0.966
NAMPT	SIRT6	0.964
NAMPT	BST1	0.96
NAMPT	SIRT4	0.959
NAMPT	SIRT2	0.958
NAMPT	NAPRT	0.957
NAMPT	CD38	0.955
NAMPT	SIRT5	0.952
NAMPT	SIRT7	0.948
NAMPT	NMRK2	0.947
NAMPT	PNP	0.934
NAMPT	NT5E	0.926
NAMPT	CYBB	0.923
NAMPT	RETN	0.916
NAMPT	ENPP1	0.914
NAMPT	CLOCK	0.909
NAMPT	NT5C2	0.908
NAMPT	NUDT12	0.908
NAMPT	NT5M	0.905
NAMPT	NT5C1B	0.904
NAMPT	NT5C	0.904
NAMPT	NT5C1B-RDH14	0.904
NAMPT	NT5C1A	0.904
NAMPT	ARNTL	0.901
