preferredName_A	preferredName_B	score
ENO1	GAPDH	0.998
ENO1	TPI1	0.998
ENO1	PLG	0.997
ENO1	PKM	0.997
ENO1	PGAM1	0.996
ENO1	PGK1	0.996
ENO1	GPI	0.994
ENO1	PGAM4	0.992
ENO1	ALDOA	0.988
ENO1	PKLR	0.983
ENO1	PGAM2	0.98
ENO1	BPGM	0.977
ENO1	TALDO1	0.968
ENO1	TKT	0.967
ENO1	PCK2	0.963
ENO1	PCK1	0.962
ENO1	ENO2	0.954
ENO1	ALDOC	0.951
ENO1	TKTL2	0.95
ENO1	H6PD	0.948
ENO1	TKTL1	0.948
ENO1	GLYCTK	0.945
ENO1	HLA-DRB1	0.942
ENO1	PGK2	0.937
ENO1	ALDOB	0.936
ENO1	EGFR	0.928
ENO1	PGM1	0.927
ENO1	ENO3	0.925
ENO1	LDHA	0.924
ENO1	CSTF3	0.91
ENO1	HLA-DRA	0.906
ENO1	LOC112694756	0.904
ENO1	PGD	0.903
ENO1	G6PD	0.903
