preferredName_A	preferredName_B	score
HNRNPH1	HNRNPA1	0.998
HNRNPH1	HNRNPF	0.994
HNRNPH1	HNRNPM	0.993
HNRNPH1	HNRNPA2B1	0.991
HNRNPH1	HNRNPU	0.986
HNRNPH1	SRSF1	0.986
HNRNPH1	HNRNPL	0.982
HNRNPH1	HNRNPC	0.981
HNRNPH1	TRA2B	0.981
HNRNPH1	ILF3	0.98
HNRNPH1	PTBP1	0.978
HNRNPH1	HNRNPA3	0.977
HNRNPH1	HNRNPK	0.975
HNRNPH1	RBFOX2	0.974
HNRNPH1	SRSF3	0.972
HNRNPH1	ILF2	0.969
HNRNPH1	HNRNPH3	0.96
HNRNPH1	DDX5	0.96
HNRNPH1	SRSF5	0.957
HNRNPH1	RBMX	0.955
HNRNPH1	MATR3-2	0.954
HNRNPH1	HNRNPDL	0.95
HNRNPH1	KHSRP	0.949
HNRNPH1	SYNCRIP	0.948
HNRNPH1	HNRNPR	0.947
HNRNPH1	TARDBP	0.947
HNRNPH1	FUS	0.941
HNRNPH1	MBNL1	0.936
HNRNPH1	HNRNPAB	0.936
HNRNPH1	SRSF2	0.935
HNRNPH1	ELAVL1	0.933
HNRNPH1	HNRNPD	0.93
HNRNPH1	SNRNP70	0.928
HNRNPH1	U2AF2	0.926
HNRNPH1	SRSF7	0.922
HNRNPH1	HNRNPA0	0.922
HNRNPH1	NCBP2	0.92
HNRNPH1	ALYREF	0.914
HNRNPH1	RBM14	0.914
HNRNPH1	SFPQ	0.913
HNRNPH1	MATR3	0.911
HNRNPH1	NCBP1	0.907
HNRNPH1	PCBP1	0.906
HNRNPH1	CELF1	0.905
HNRNPH1	HNRNPH2	0.901
