preferredName_A	preferredName_B	score
CDK4	CCNL2	0.999
CDK4	CDKN2D	0.999
CDK4	RB1	0.999
CDK4	CCND1	0.999
CDK4	CDKN2A	0.999
CDK4	CCNA2	0.999
CDK4	CDKN1B	0.999
CDK4	CCND2	0.999
CDK4	CCND3	0.999
CDK4	CDKN1A	0.999
CDK4	CDKN2C	0.999
CDK4	CDK6	0.999
CDK4	CDKN2B	0.999
CDK4	CDC37	0.999
CDK4	CCNE1	0.999
CDK4	HSP90AB1	0.999
CDK4	CDK2	0.998
CDK4	HSP90AA1	0.998
CDK4	PCNA	0.996
CDK4	CDKN1C	0.994
CDK4	CEBPA	0.991
CDK4	CCNA1	0.988
CDK4	CCNE2	0.988
CDK4	RBL2	0.986
CDK4	CDC25A	0.979
CDK4	PSMD10	0.972
CDK4	BRCA1	0.972
CDK4	MYC	0.966
CDK4	TP53	0.966
CDK4	YBX3	0.964
CDK4	E2F1	0.958
CDK4	BRCA2	0.943
CDK4	RBL1	0.941
CDK4	CCNB1	0.94
CDK4	ATM	0.937
CDK4	PRMT5	0.933
CDK4	RAD51	0.913
CDK4	SYMPK	0.908
