preferredName_A	preferredName_B	score
FLNA	FBLIM1	0.999
FLNA	GP1BA	0.999
FLNA	VCL	0.998
FLNA	TLN1	0.998
FLNA	TLN2	0.996
FLNA	ITGB3	0.994
FLNA	ITGB1	0.993
FLNA	ARHGAP24	0.992
FLNA	PXN	0.989
FLNA	ITGA2B	0.985
FLNA	HSPB7	0.981
FLNA	FILIP1	0.98
FLNA	FLNB	0.979
FLNA	BRCA2	0.977
FLNA	CDC42	0.976
FLNA	ITGB7	0.975
FLNA	MAP2K4	0.964
FLNA	CFTR	0.957
FLNA	IQGAP1	0.952
FLNA	PAK1	0.95
FLNA	ACTA1	0.948
FLNA	RNASEL	0.947
FLNA	CALM3	0.942
FLNA	ITGB2	0.938
FLNA	RHOA	0.933
FLNA	RALA	0.93
FLNA	BRCA1	0.917
FLNA	CFL1	0.916
FLNA	ITGB4	0.909
FLNA	CAV1	0.908
FLNA	FLNC	0.907
FLNA	CMIP	0.907
FLNA	CAMK2A	0.906
FLNA	CAMK2B	0.901
