preferredName_A	preferredName_B	score
ESR1	SRC	0.999
ESR1	JUN	0.999
ESR1	HSP90AA1	0.999
ESR1	NCOA1	0.999
ESR1	IGF1R	0.999
ESR1	BRCA1	0.999
ESR1	NRIP1	0.999
ESR1	NCOA3	0.999
ESR1	NCOR1	0.999
ESR1	SP1	0.999
ESR1	FOS	0.999
ESR1	NCOA2	0.999
ESR1	HDAC1	0.998
ESR1	CAV1	0.998
ESR1	MED1	0.998
ESR1	ESR2	0.998
ESR1	FOXA1	0.998
ESR1	EP300	0.997
ESR1	CCND1	0.997
ESR1	CALM3	0.995
ESR1	PIK3R1	0.994
ESR1	HSP90AB1	0.993
ESR1	CREBBP	0.993
ESR1	NCOR2	0.993
ESR1	TP53	0.992
ESR1	DDX17	0.992
ESR1	SHC1	0.99
ESR1	EGFR	0.988
ESR1	MAPK1	0.987
ESR1	GNA13	0.985
ESR1	PHB2	0.985
ESR1	SFN	0.984
ESR1	GREB1	0.983
ESR1	GATA3	0.982
ESR1	MYC	0.982
ESR1	AR	0.981
ESR1	CALML3	0.981
ESR1	MAPK3	0.981
ESR1	PPARGC1A	0.98
ESR1	CALML4	0.979
ESR1	CALML6	0.979
ESR1	CALML5	0.979
ESR1	RELA	0.978
ESR1	TFF1	0.978
ESR1	ATAD2	0.977
ESR1	ERBB2	0.976
ESR1	PGR	0.974
ESR1	DDX5	0.973
ESR1	CARM1	0.972
ESR1	FN1	0.969
