preferredName_A	preferredName_B	score
CYP19A1	HSD3B1	0.988
CYP19A1	HSD17B1	0.984
CYP19A1	HSD3B2	0.979
CYP19A1	HSD17B3	0.972
CYP19A1	SRD5A1	0.972
CYP19A1	CYP17A1	0.971
CYP19A1	HSD17B2	0.966
CYP19A1	HSD17B7	0.961
CYP19A1	SRD5A2	0.961
CYP19A1	SULT1E1	0.959
CYP19A1	HSD17B12	0.956
CYP19A1	AKR1C3	0.956
CYP19A1	CYP1A1	0.953
CYP19A1	CYP3A4	0.95
CYP19A1	CYP11B1	0.949
CYP19A1	CYP11B2	0.947
CYP19A1	UGT1A7	0.945
CYP19A1	CYP3A5	0.944
CYP19A1	UGT1A4	0.941
CYP19A1	UGT1A8	0.941
CYP19A1	UGT1A1	0.94
CYP19A1	UGT1A10	0.939
CYP19A1	UGT1A6	0.939
CYP19A1	UGT2B17	0.937
CYP19A1	UGT2B15	0.936
CYP19A1	HSD17B6	0.936
CYP19A1	UGT2B7	0.935
CYP19A1	HSD17B8	0.932
CYP19A1	UGT2B4	0.929
CYP19A1	SRD5A3	0.928
CYP19A1	ESR1	0.927
CYP19A1	UGT2A2	0.926
CYP19A1	UGT1A3	0.926
CYP19A1	UGT1A9	0.926
CYP19A1	UGT1A5	0.926
CYP19A1	ESR2	0.925
CYP19A1	UGT2B11	0.925
CYP19A1	UGT2B28	0.925
CYP19A1	UGT2B10	0.925
CYP19A1	UGT2A3	0.923
CYP19A1	AKR1D1	0.922
