preferredName_A	preferredName_B	score
CCL11	CXCL10	0.999
CCL11	CXCL9	0.999
CCL11	CXCL1	0.999
CCL11	CCR3	0.999
CCL11	CXCL11	0.998
CCL11	CCL2	0.998
CCL11	CCL18	0.998
CCL11	CCR2	0.998
CCL11	CCR5	0.998
CCL11	CXCL12	0.998
CCL11	CXCL5	0.998
CCL11	CCL27	0.997
CCL11	CXCL14	0.997
CCL11	CXCL2	0.997
CCL11	CCL26	0.997
CCL11	PF4	0.997
CCL11	CCL8	0.997
CCL11	CXCL6	0.996
CCL11	CXCL3	0.996
CCL11	CCR1	0.996
CCL11	CSF2	0.996
CCL11	CCL13	0.996
CCL11	PF4V1	0.995
CCL11	XCL1	0.995
CCL11	CCL14	0.995
CCL11	CSF3	0.995
CCL11	CCL5	0.995
CCL11	CCL28	0.994
CCL11	CX3CL1	0.992
CCL11	CXCR3	0.989
CCL11	IFNG	0.979
CCL11	IL1A	0.974
CCL11	FGF2	0.968
CCL11	FGF13	0.96
CCL11	IL1B	0.957
CCL11	IL4	0.955
CCL11	IL13	0.944
CCL11	IL5	0.934
CCL11	CXCL8	0.929
CCL11	EGF	0.916
CCL11	CXCR2	0.907
CCL11	FLT3LG	0.906
CCL11	IL9	0.902
