Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_MMP9,AGRIN_MMP9,0.87679,1.0,0.25714,1.0,0.55172,0.0101
TIMP-2_MMP9,KPYM_MMP9,0.87558,1.0,0.28571,1.0,0.55357,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,0.85179,1.0,0.2,1.0,0.53333,0.0101
TIMP-2_MMP9,KPYM_TIMP-2,0.84516,1.0,0.14286,1.0,0.5082,0.0101
TIMP-2_MMP9,KPYM_PERM,0.8381,1.0,0.14286,1.0,0.5,0.0101
MMP9_KPYM,TIMP-2_KPYM,0.83594,1.0,0.02857,1.0,0.47692,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,0.83361,1.0,0.08108,1.0,0.48485,0.0101
TIMP-2_PERM,AGRIN_PERM,0.82738,1.0,0.21622,1.0,0.51667,0.0101
TIMP-2_MMP9,AGRIN_PERM,0.82304,1.0,0.14286,1.0,0.5082,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,0.82214,1.0,0.08108,1.0,0.47692,0.0101
MMP9_KPYM,AGRIN_TIMP-2,0.80829,1.0,0.02857,1.0,0.47692,0.51515
TIMP-2_PERM,AGRIN_TIMP-2,0.80035,1.0,0.10811,1.0,0.48438,0.0101
PERM_AGRIN,TIMP-2_AGRIN,0.79948,1.0,0.08108,1.0,0.47692,0.0101
TIMP-2_PERM,KPYM_PERM,0.7991,1.0,0.16216,1.0,0.4918,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,0.7973,1.0,0.05405,1.0,0.47761,0.0101
TIMP-2_KPYM,AGRIN_KPYM,0.79447,1.0,0.02857,1.0,0.47692,0.0101
MMP9_TIMP-2,,0.79392,1.0,0.08108,1.0,0.48485,0.50505
PERM_TIMP-2,TIMP-2_MMP9,0.79078,1.0,0.11429,1.0,0.5,0.0101
MMP9_TIMP-2,TIMP-2_PERM,0.7864,1.0,0.08108,1.0,0.47692,0.0101
PERM_MMP9,TIMP-2_MMP9,0.78618,1.0,0.14286,1.0,0.5082,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,0.78525,1.0,0.02857,1.0,0.47692,0.0101
TIMP-2_MMP9,,0.78214,1.0,0.02857,1.0,0.48485,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,0.78214,1.0,0.08571,1.0,0.5,0.0101
TIMP-2_MMP9,KPYM_AGRIN,0.78065,1.0,0.08571,1.0,0.49206,0.0101
PERM_MMP9,TIMP-2_AGRIN,0.77972,1.0,0.02857,1.0,0.47692,0.0101
MMP9_KPYM,TIMP-2_AGRIN,0.7788,1.0,0.05714,1.0,0.48438,0.0101
TIMP-2_AGRIN,,0.77703,1.0,0.02703,1.0,0.47059,0.0101
AGRIN_TIMP-2,,0.77703,1.0,0.02703,1.0,0.47059,0.51515
TIMP-2_AGRIN,AGRIN_TIMP-2,0.77703,1.0,0.05405,1.0,0.47761,0.0101
TIMP-2_AGRIN,KPYM_TIMP-2,0.77332,1.0,0.05405,1.0,0.4697,0.0101
PERM_TIMP-2,KPYM_TIMP-2,0.77207,1.0,0.24324,1.0,0.51724,0.51515
AGRIN_KPYM,KPYM_TIMP-2,0.76866,1.0,0.02857,1.0,0.47692,0.51515
TIMP-2_AGRIN,KPYM_PERM,0.76847,1.0,0.02703,1.0,0.45455,0.0101
MMP9_TIMP-2,AGRIN_KPYM,0.76682,0.96774,0.02857,0.5,0.46875,0.44444
TIMP-2_PERM,KPYM_TIMP-2,0.76486,1.0,0.10811,1.0,0.47619,0.0101
MMP9_PERM,TIMP-2_PERM,0.76024,1.0,0.10811,1.0,0.48438,0.0101
PERM_KPYM,TIMP-2_AGRIN,0.7581,1.0,0.05714,1.0,0.47619,0.0101
PERM_MMP9,AGRIN_TIMP-2,0.75668,1.0,0.02857,1.0,0.47692,0.0303
TIMP-2_AGRIN,KPYM_MMP9,0.75668,1.0,0.02857,1.0,0.47692,0.0101
TIMP-2_AGRIN,AGRIN_MMP9,0.75625,1.0,0.02857,1.0,0.48485,0.0101
TIMP-2_AGRIN,AGRIN_PERM,0.75588,1.0,0.02703,1.0,0.46269,0.0101
TIMP-2_AGRIN,KPYM_AGRIN,0.7524,1.0,0.02703,1.0,0.46269,0.0101
MMP9_AGRIN,TIMP-2_MMP9,0.75179,1.0,0.02857,1.0,0.48485,0.0101
TIMP-2_MMP9,AGRIN_KPYM,0.74682,1.0,0.12121,1.0,0.51667,0.0101
MMP9_PERM,TIMP-2_AGRIN,0.74629,1.0,0.02703,1.0,0.46269,0.0101
PERM_AGRIN,TIMP-2_MMP9,0.7447,1.0,0.05714,1.0,0.48438,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,0.7447,1.0,0.02857,1.0,0.47692,0.0202
TIMP-2_AGRIN,AGRIN_KPYM,0.74378,1.0,0.02857,1.0,0.47692,0.0101
MMP9_KPYM,TIMP-2_MMP9,0.74194,1.0,0.0303,1.0,0.49206,0.0101
MMP9_TIMP-2,PERM_AGRIN,0.74106,1.0,0.02703,1.0,0.46269,0.11111
MMP9_AGRIN,TIMP-2_KPYM,0.73917,1.0,0.02857,1.0,0.47692,0.09091
PERM_KPYM,TIMP-2_KPYM,0.73905,1.0,0.02857,1.0,0.46875,0.0202
PERM_KPYM,TIMP-2_MMP9,0.73838,1.0,0.06061,1.0,0.4918,0.0101
MMP9_TIMP-2,PERM_MMP9,0.73548,1.0,0.02857,1.0,0.47692,0.06061
TIMP-2_KPYM,KPYM_MMP9,0.73314,1.0,0.0303,1.0,0.49206,0.14141
PERM_TIMP-2,TIMP-2_KPYM,0.73143,1.0,0.02857,1.0,0.46875,0.0303
MMP9_TIMP-2,PERM_KPYM,0.72762,1.0,0.02857,1.0,0.46875,0.24242
AGRIN_MMP9,KPYM_TIMP-2,0.72719,1.0,0.02857,1.0,0.47692,0.07071
PERM_TIMP-2,,0.7245,1.0,0.05405,1.0,0.4697,0.50505
TIMP-2_PERM,,0.7245,1.0,0.05405,1.0,0.4697,0.0101
PERM_TIMP-2,TIMP-2_PERM,0.7245,1.0,0.05405,1.0,0.4697,0.0101
MMP9_PERM,TIMP-2_MMP9,0.7235,1.0,0.02857,1.0,0.47692,0.0101
TIMP-2_PERM,KPYM_AGRIN,0.72252,1.0,0.05405,1.0,0.46154,0.0101
PERM_MMP9,KPYM_TIMP-2,0.72095,1.0,0.02857,1.0,0.46875,0.05051
TIMP-2_KPYM,KPYM_PERM,0.72095,1.0,0.02857,1.0,0.46875,0.12121
MMP9_AGRIN,TIMP-2_PERM,0.7184,1.0,0.05405,1.0,0.4697,0.0101
