preferredName_A	preferredName_B	score
PIK3CA	PIK3R5	0.999
PIK3CA	PIK3R2	0.999
PIK3CA	IRS1	0.999
PIK3CA	EGFR	0.999
PIK3CA	PIK3R3	0.999
PIK3CA	PIK3R1	0.999
PIK3CA	PIK3CD	0.998
PIK3CA	PIK3CB	0.998
PIK3CA	AKT1	0.998
PIK3CA	KRAS	0.998
PIK3CA	PIK3CG	0.997
PIK3CA	RRAS	0.997
PIK3CA	MRAS	0.996
PIK3CA	HRAS	0.995
PIK3CA	PTEN	0.995
PIK3CA	NRAS	0.995
PIK3CA	ERBB3	0.993
PIK3CA	ERBB2	0.992
PIK3CA	PTPN11	0.99
PIK3CA	PDGFRA	0.99
PIK3CA	RRAS2	0.988
PIK3CA	KIT	0.986
PIK3CA	SRC	0.984
PIK3CA	AKT3	0.984
PIK3CA	AKT2	0.984
PIK3CA	IRS2	0.984
PIK3CA	CDC42	0.982
PIK3CA	JAK2	0.98
PIK3CA	ALK	0.979
PIK3CA	IGF1R	0.978
PIK3CA	FGFR1	0.977
PIK3CA	PDPK1	0.976
PIK3CA	PDGFRB	0.976
PIK3CA	KDR	0.975
PIK3CA	PLCG1	0.973
PIK3CA	RAF1	0.972
PIK3CA	IRS4	0.972
PIK3CA	PTK2	0.97
PIK3CA	ERBB4	0.97
PIK3CA	JAK1	0.969
PIK3CA	CD19	0.967
PIK3CA	JAK3	0.967
PIK3CA	FGFR3	0.965
PIK3CA	MTOR	0.963
PIK3CA	MET	0.961
PIK3CA	PGR	0.961
PIK3CA	EML4	0.96
PIK3CA	NTRK1	0.96
PIK3CA	FLT3	0.958
PIK3CA	ITGB1	0.953
