preferredName_A	preferredName_B	score
EGFR	PTPN11	0.999
EGFR	HBEGF	0.999
EGFR	NRG1	0.999
EGFR	TGFA	0.999
EGFR	ERBB2	0.999
EGFR	DCN	0.999
EGFR	SHC1	0.999
EGFR	SOS1	0.999
EGFR	PIK3CA	0.999
EGFR	ERBB3	0.999
EGFR	GRB2	0.999
EGFR	EPGN	0.999
EGFR	CAV1	0.999
EGFR	MUC1	0.999
EGFR	BTC	0.999
EGFR	HSP90AA1	0.999
EGFR	GAB1	0.999
EGFR	SRC	0.999
EGFR	EREG	0.999
EGFR	AREG	0.999
EGFR	CBL	0.999
EGFR	PTK2	0.999
EGFR	CDH1	0.999
EGFR	EGF	0.999
EGFR	PIK3R1	0.998
EGFR	CTNNB1	0.998
EGFR	CD44	0.998
EGFR	SOS2	0.998
EGFR	STAT5A	0.998
EGFR	PDGFRB	0.998
EGFR	HSP90AB1	0.998
EGFR	STAT3	0.998
EGFR	STAT5B	0.997
EGFR	CRK	0.997
EGFR	PLCG1	0.997
EGFR	CBLC	0.997
EGFR	KRAS	0.997
EGFR	PTPN1	0.997
EGFR	ERBB4	0.996
EGFR	ERRFI1	0.996
EGFR	MET	0.996
EGFR	NRG2	0.996
EGFR	CBLB	0.995
EGFR	CTNND1	0.994
EGFR	EPS15	0.994
EGFR	HRAS	0.994
EGFR	USP8	0.994
EGFR	CRKL	0.993
EGFR	PIK3R2	0.993
EGFR	PLCG2	0.993
