preferredName_A	preferredName_B	score
HNRNPA2B1	HNRNPC	0.999
HNRNPA2B1	HNRNPL	0.999
HNRNPA2B1	TARDBP	0.998
HNRNPA2B1	HNRNPA1	0.998
HNRNPA2B1	ILF3	0.994
HNRNPA2B1	PTBP1	0.993
HNRNPA2B1	DGCR8	0.991
HNRNPA2B1	HNRNPH1	0.991
HNRNPA2B1	FUS	0.99
HNRNPA2B1	HNRNPM	0.987
HNRNPA2B1	HNRNPF	0.985
HNRNPA2B1	HNRNPK	0.983
HNRNPA2B1	HNRNPU	0.979
HNRNPA2B1	SRSF3	0.976
HNRNPA2B1	SRSF1	0.972
HNRNPA2B1	HNRNPH3	0.968
HNRNPA2B1	HNRNPA3	0.968
HNRNPA2B1	PCBP1	0.961
HNRNPA2B1	RBMX	0.96
HNRNPA2B1	SRSF2	0.954
HNRNPA2B1	TRA2B	0.953
HNRNPA2B1	SRSF7	0.947
HNRNPA2B1	HNRNPD	0.947
HNRNPA2B1	SLC25A15	0.942
HNRNPA2B1	MATR3-2	0.941
HNRNPA2B1	SFPQ	0.939
HNRNPA2B1	IGF2BP1	0.938
HNRNPA2B1	YTHDC1	0.935
HNRNPA2B1	ELAVL1	0.934
HNRNPA2B1	DHX9	0.932
HNRNPA2B1	IGF2BP3	0.925
HNRNPA2B1	YTHDF1	0.925
HNRNPA2B1	HNRNPR	0.923
HNRNPA2B1	HNRNPAB	0.915
HNRNPA2B1	SYNCRIP	0.913
HNRNPA2B1	NCL	0.913
HNRNPA2B1	NONO	0.913
HNRNPA2B1	HNRNPDL	0.909
HNRNPA2B1	YBX1	0.905
HNRNPA2B1	KHDRBS1	0.904
HNRNPA2B1	MBNL1	0.901
