preferredName_A	preferredName_B	score
RPL22	RPL30	0.999
RPL22	RPL4	0.999
RPL22	RPS20	0.999
RPL22	RPL23A	0.999
RPL22	RPL26	0.999
RPL22	RPS6	0.999
RPL22	RPS8	0.999
RPL22	RPL37A	0.999
RPL22	RPL24	0.999
RPL22	RPL9	0.999
RPL22	RPL18	0.999
RPL22	RPL7	0.999
RPL22	RPS24	0.999
RPL22	RPL11	0.999
RPL22	RPL6	0.999
RPL22	RPL36	0.999
RPL22	RPL27A	0.999
RPL22	RPL7A	0.999
RPL22	RPL13	0.999
RPL22	RACK1	0.999
RPL22	RPL15	0.999
RPL22	RPL35	0.999
RPL22	RPL23	0.999
RPL22	RPS19	0.999
RPL22	RPL19	0.999
RPL22	RPL5	0.999
RPL22	RPS18	0.999
RPL22	RPL34	0.999
RPL22	RPS14	0.999
RPL22	RPL13A	0.999
RPL22	RPL38	0.999
RPL22	RPS23	0.999
RPL22	RPS9	0.999
RPL22	RPL32	0.999
RPL22	RPL27	0.999
RPL22	RPL29	0.999
RPL22	RPS3A	0.999
RPL22	RPS13	0.999
RPL22	RPS11	0.999
RPL22	RPL35A	0.999
RPL22	RPL3	0.999
RPL22	RPL31	0.999
RPL22	RPL21	0.999
RPL22	RPL14	0.999
RPL22	RPS7	0.998
RPL22	RPL8	0.998
RPL22	RPS25	0.998
RPL22	RPL10A	0.998
RPL22	RPS15	0.998
RPL22	RPS2	0.998
