preferredName_A	preferredName_B	score
CDKN1A	CDK6	0.999
CDKN1A	CDK4	0.999
CDKN1A	CCND3	0.999
CDKN1A	TP53	0.999
CDKN1A	CCNE1	0.999
CDKN1A	PCNA	0.999
CDKN1A	CCND1	0.999
CDKN1A	CCNA1	0.999
CDKN1A	CCNE2	0.999
CDKN1A	CDK2	0.999
CDKN1A	CCND2	0.999
CDKN1A	CCNA2	0.999
CDKN1A	CDK1	0.998
CDKN1A	CASP3	0.996
CDKN1A	SKP2	0.996
CDKN1A	CCNL2	0.996
CDKN1A	FOXO3	0.995
CDKN1A	AKT1	0.995
CDKN1A	CIZ1	0.99
CDKN1A	BCCIP	0.99
CDKN1A	STAT3	0.984
CDKN1A	CDKN1B	0.982
CDKN1A	MYC	0.981
CDKN1A	SKP1	0.98
CDKN1A	MDM2	0.98
CDKN1A	CCNB1	0.977
CDKN1A	E2F1	0.977
CDKN1A	GADD45A	0.974
CDKN1A	MAP3K5	0.97
CDKN1A	CDKN2A	0.966
CDKN1A	RBL2	0.959
CDKN1A	CUL1	0.958
CDKN1A	CEBPA	0.956
CDKN1A	AKT2	0.955
CDKN1A	AKT3	0.95
CDKN1A	CDKN3	0.946
CDKN1A	RBX1	0.945
CDKN1A	SMAD4	0.94
CDKN1A	CDK3	0.94
CDKN1A	CCNB2	0.927
CDKN1A	CDC6	0.927
CDKN1A	CKS1B	0.926
CDKN1A	EP300	0.92
CDKN1A	TFAP4	0.919
CDKN1A	SMAD3	0.918
CDKN1A	HSP90AA1	0.909
CDKN1A	CREBBP	0.904
CDKN1A	HDAC1	0.903
CDKN1A	CDKN2C	0.902
