preferredName_A	preferredName_B	score
CCL5	CCR1	0.999
CCL5	PF4	0.999
CCL5	CXCR3	0.999
CCL5	CCR2	0.999
CCL5	CCR3	0.999
CCL5	CXCL9	0.999
CCL5	CXCL2	0.999
CCL5	CXCL10	0.999
CCL5	CXCL6	0.999
CCL5	CCL2	0.999
CCL5	CXCL11	0.999
CCL5	CCL21	0.999
CCL5	CCL17	0.999
CCL5	CCR5	0.999
CCL5	CXCL12	0.999
CCL5	CCL27	0.999
CCL5	CCL20	0.999
CCL5	CXCR4	0.998
CCL5	CCL16	0.998
CCL5	CCL25	0.998
CCL5	CCL13	0.998
CCL5	PPBP	0.998
CCL5	CXCL17	0.997
CCL5	CXCR2	0.997
CCL5	CCL28	0.997
CCL5	CXCL14	0.996
CCL5	XCL1	0.996
CCL5	XCL2	0.996
CCL5	CCL24	0.995
CCL5	CCL8	0.995
CCL5	CCL26	0.995
CCL5	CCL11	0.995
CCL5	CCR7	0.994
CCL5	ACKR1	0.993
CCL5	CX3CR1	0.993
CCL5	ACKR2	0.985
CCL5	CXCL8	0.98
CCL5	CCR4	0.977
CCL5	NFKB1	0.975
CCL5	CXCR1	0.971
CCL5	CX3CL1	0.971
CCL5	CCR6	0.965
CCL5	CCRL2	0.963
CCL5	CXCR5	0.962
CCL5	TNF	0.96
CCL5	CD8A	0.959
CCL5	CXCL1	0.958
CCL5	CXCL13	0.956
CCL5	CXCR6	0.955
CCL5	JUN	0.953
