preferredName_A	preferredName_B	score
PRKCA	SDC4	0.997
PRKCA	PICK1	0.996
PRKCA	PRKCG	0.984
PRKCA	RACK1	0.97
PRKCA	MTOR	0.969
PRKCA	NCF1	0.969
PRKCA	PRKCD	0.967
PRKCA	PRKCB	0.963
PRKCA	PLD1	0.96
PRKCA	PLCG1	0.958
PRKCA	DLG4	0.957
PRKCA	MAPK3	0.956
PRKCA	ACTB	0.955
PRKCA	EZR	0.953
PRKCA	CACNA1C	0.953
PRKCA	PLD2	0.952
PRKCA	PLCG2	0.949
PRKCA	CASP3	0.948
PRKCA	PLCB1	0.947
PRKCA	SLC9A3R1	0.947
PRKCA	FOS	0.946
PRKCA	PPP1R1A	0.945
PRKCA	PDPK1	0.943
PRKCA	BRAF	0.937
PRKCA	ITPR1	0.937
PRKCA	HRAS	0.937
PRKCA	PLCB3	0.936
PRKCA	TRPC3	0.935
PRKCA	ITPR3	0.934
PRKCA	PLCB4	0.933
PRKCA	EGFR	0.932
PRKCA	KRAS	0.932
PRKCA	SPHK1	0.932
PRKCA	MAPK1	0.931
PRKCA	PLCD1	0.931
PRKCA	EGLN2	0.929
PRKCA	NRAS	0.928
PRKCA	EEF2K	0.928
PRKCA	PPP2CA	0.928
PRKCA	PLCB2	0.928
PRKCA	PLCE1	0.926
PRKCA	CACNA1F	0.926
PRKCA	PLCD3	0.925
PRKCA	ITGB1	0.923
PRKCA	TRPV4	0.923
PRKCA	SPHK2	0.921
PRKCA	PPP2CB	0.92
PRKCA	CACNA1S	0.919
PRKCA	ITPR2	0.919
PRKCA	KCNN4	0.918
