preferredName_A	preferredName_B	score
PTGS2	PTGIS	0.988
PTGS2	PTGES	0.982
PTGS2	CXCL8	0.975
PTGS2	IL1B	0.974
PTGS2	TP53	0.974
PTGS2	ALOX5	0.973
PTGS2	PTGES2	0.963
PTGS2	ALOX15	0.963
PTGS2	PLA2G4A	0.962
PTGS2	IL6	0.96
PTGS2	PTGES3	0.954
PTGS2	ALOX12	0.947
PTGS2	CYP4F3	0.946
PTGS2	PTGS1	0.946
PTGS2	PTGDS	0.945
PTGS2	HPGDS	0.944
PTGS2	CYP4F8	0.944
PTGS2	CYP2E1	0.943
PTGS2	CYP2C8	0.943
PTGS2	CYP4F2	0.942
PTGS2	ALOX15B	0.941
PTGS2	CYP2C9	0.936
PTGS2	STAT3	0.93
PTGS2	PLA2G10	0.927
PTGS2	CYP2C19	0.927
PTGS2	PLA2G2A	0.924
PTGS2	CYP2J2	0.92
PTGS2	ALOX12B	0.92
PTGS2	CYP4A11	0.918
PTGS2	CYP2B6	0.917
PTGS2	TNF	0.916
PTGS2	NOS2	0.908
PTGS2	CYP4A22	0.906
PTGS2	CYP2U1	0.902
