preferredName_A	preferredName_B	score
PLK1	CCNB1	0.999
PLK1	CDC20	0.999
PLK1	BUB1B	0.999
PLK1	CDC25C	0.999
PLK1	FZR1	0.999
PLK1	ERCC6L	0.998
PLK1	BORA	0.997
PLK1	AURKA	0.997
PLK1	BUB1	0.996
PLK1	CENPU	0.996
PLK1	BRCA2	0.996
PLK1	CCNB2	0.995
PLK1	FOXM1	0.995
PLK1	KIF2C	0.994
PLK1	ESPL1	0.994
PLK1	CDK1	0.993
PLK1	WEE1	0.992
PLK1	FBXO43	0.992
PLK1	KIF20A	0.99
PLK1	NUDC	0.99
PLK1	CENPA	0.988
PLK1	KIF23	0.988
PLK1	PKMYT1	0.987
PLK1	GTSE1	0.982
PLK1	TP53	0.981
PLK1	BIRC5	0.98
PLK1	FBXO5	0.978
PLK1	INCENP	0.978
PLK1	NEDD1	0.977
PLK1	CENPE	0.977
PLK1	CDC25B	0.976
PLK1	CDC25A	0.975
PLK1	CDCA8	0.974
PLK1	CENPF	0.973
PLK1	SGO1	0.973
PLK1	CCNB3	0.968
PLK1	PCNT	0.965
PLK1	RACGAP1	0.961
PLK1	BRCA1	0.96
PLK1	SGO2	0.959
PLK1	CCNA2	0.958
PLK1	HSP90AA1	0.957
PLK1	PTTG1	0.956
PLK1	PLK4	0.956
PLK1	PRC1	0.955
PLK1	CENPJ	0.953
PLK1	BTRC	0.952
PLK1	NDC80	0.951
PLK1	NINL	0.946
PLK1	PCM1	0.944
