preferredName_A	preferredName_B	score
RPS25	RPL26	0.999
RPS25	UBA52	0.999
RPS25	RPS6	0.999
RPS25	RPS15	0.999
RPS25	RPS2	0.999
RPS25	RPS8	0.999
RPS25	RPL37A	0.999
RPS25	RPL24	0.999
RPS25	RPS20	0.999
RPS25	RPL8	0.999
RPS25	RPL17	0.999
RPS25	RPL23A	0.999
RPS25	RPL10A	0.999
RPS25	RPS5	0.999
RPS25	RPS28	0.999
RPS25	RPS4X	0.999
RPS25	RPS7	0.999
RPS25	RPL4	0.999
RPS25	RPLP1	0.999
RPS25	RPS17	0.999
RPS25	RPL30	0.999
RPS25	RPL5	0.999
RPS25	RPL19	0.999
RPS25	RPS16	0.999
RPS25	RPS12	0.999
RPS25	RPL10	0.999
RPS25	RPS18	0.999
RPS25	RPL34	0.999
RPS25	RPSA	0.999
RPS25	RPL35	0.999
RPS25	RACK1	0.999
RPS25	RPL15	0.999
RPS25	RPS19	0.999
RPS25	RPL23	0.999
RPS25	RPL36	0.999
RPS25	RPL6	0.999
RPS25	RPL7A	0.999
RPS25	RPL27A	0.999
RPS25	RPS10	0.999
RPS25	RPL13	0.999
RPS25	RPL9	0.999
RPS25	RPL18	0.999
RPS25	RPS21	0.999
RPS25	RPL7	0.999
RPS25	RPL11	0.999
RPS25	RPS24	0.999
RPS25	RPS3	0.999
RPS25	RPS27A	0.999
RPS25	RPS13	0.999
RPS25	RPS3A	0.999
