preferredName_A	preferredName_B	score
C3	CFP	0.999
C3	CR1	0.999
C3	CD46	0.999
C3	CFI	0.999
C3	CFHR1	0.999
C3	ITGAM	0.999
C3	CR2	0.999
C3	VSIG4	0.999
C3	CFH	0.999
C3	CD55	0.999
C3	CFB	0.999
C3	C5AR2	0.998
C3	ITGB2	0.998
C3	CFHR4	0.998
C3	C3AR1	0.998
C3	C4A	0.998
C3	C4B	0.998
C3	CFD	0.998
C3	CFHR5	0.992
C3	SELP	0.991
C3	CFHR3	0.991
C3	CRP	0.985
C3	C2	0.978
C3	PLG	0.978
C3	C5AR1	0.977
C3	C5	0.974
C3	ITGAX	0.969
C3	CR1L	0.966
C3	ATG16L1	0.961
C3	ALB	0.959
C3	APOA1	0.957
C3	SERPING1	0.954
C3	CFHR2	0.951
C3	MASP1	0.936
C3	C1R	0.935
C3	MBL2	0.934
C3	THBD	0.933
C3	B4E1Z4_HUMAN	0.921
C3	ENSP00000493607	0.911
C3	MASP2	0.91
C3	C1S	0.908
