preferredName_A	preferredName_B	score
CDK1	CCNA2	0.999
CDK1	CCNA1	0.999
CDK1	CCNL2	0.999
CDK1	BUB1B	0.999
CDK1	CDC25C	0.999
CDK1	CKS1B	0.999
CDK1	CCNB1	0.999
CDK1	CDC20	0.999
CDK1	CCNB2	0.999
CDK1	CKS2	0.999
CDK1	CDC25B	0.998
CDK1	CCND1	0.998
CDK1	WEE1	0.998
CDK1	CDKN1A	0.998
CDK1	BUB1	0.998
CDK1	ANAPC4	0.998
CDK1	AURKB	0.997
CDK1	GADD45A	0.997
CDK1	TOP2A	0.997
CDK1	BIRC5	0.997
CDK1	RB1	0.995
CDK1	PKMYT1	0.995
CDK1	ESPL1	0.995
CDK1	CDK2	0.994
CDK1	CDC25A	0.993
CDK1	PLK1	0.993
CDK1	MAD2L1	0.992
CDK1	FOXM1	0.991
CDK1	CDCA8	0.99
CDK1	CCNB3	0.989
CDK1	CENPA	0.989
CDK1	PBK	0.988
CDK1	KIF11	0.987
CDK1	PTTG1	0.985
CDK1	FZR1	0.983
CDK1	GADD45G	0.982
CDK1	UBE2C	0.982
CDK1	CDKN3	0.982
CDK1	NCAPG	0.981
CDK1	CCNH	0.981
CDK1	GADD45B	0.981
CDK1	CDCA5	0.979
CDK1	CDKN1B	0.978
CDK1	CENPF	0.978
CDK1	CDK7	0.976
CDK1	CENPE	0.973
CDK1	CDCA3	0.973
CDK1	RRM2	0.973
CDK1	CCNE1	0.972
CDK1	KIF2C	0.972
