preferredName_A	preferredName_B	score
MYC	EP300	0.999
MYC	FBXW7	0.999
MYC	TRRAP	0.999
MYC	BRCA1	0.999
MYC	BIN1	0.999
MYC	ZBTB17	0.999
MYC	MAX	0.999
MYC	CDKN2A	0.998
MYC	TP53	0.997
MYC	GSK3B	0.996
MYC	KAT2A	0.996
MYC	CDCA7L	0.995
MYC	E2F1	0.995
MYC	SMAD3	0.993
MYC	HIF1A	0.993
MYC	HDAC1	0.991
MYC	DNMT3A	0.991
MYC	KAT2B	0.99
MYC	SKP1	0.989
MYC	IGF2BP1	0.988
MYC	ZNF346	0.987
MYC	MAPK3	0.986
MYC	STAT3	0.985
MYC	CTNNB1	0.985
MYC	EZH2	0.984
MYC	MAPK1	0.983
MYC	SMAD2	0.982
MYC	ESR1	0.982
MYC	CDKN1A	0.981
MYC	WDR5	0.98
MYC	HSP90AA1	0.975
MYC	CCNT1	0.975
MYC	SKP2	0.975
MYC	KAT5	0.974
MYC	SMARCA4	0.974
MYC	SP1	0.974
MYC	AMOTL1	0.972
MYC	JUN	0.97
MYC	CUL1	0.97
MYC	RUVBL1	0.969
MYC	CCND1	0.969
MYC	MYCBP	0.967
MYC	CDKN2B	0.966
MYC	USP28	0.966
MYC	CDK4	0.966
MYC	KDM5B	0.966
MYC	FOS	0.965
MYC	NFE2L2	0.961
MYC	RUVBL2	0.96
MYC	TFAP2C	0.96
