preferredName_A	preferredName_B	score
STAT3	JAK1	0.999
STAT3	JAK2	0.999
STAT3	STAT1	0.999
STAT3	PIAS3	0.999
STAT3	SRC	0.999
STAT3	EP300	0.999
STAT3	EGFR	0.998
STAT3	STAT5B	0.998
STAT3	JAK3	0.998
STAT3	TYK2	0.997
STAT3	STAT5A	0.997
STAT3	MAPK1	0.996
STAT3	FOS	0.995
STAT3	NANOG	0.995
STAT3	JUN	0.995
STAT3	SOCS3	0.994
STAT3	HIF1A	0.994
STAT3	TP53	0.994
STAT3	IL6R	0.993
STAT3	CD274	0.992
STAT3	IL6ST	0.992
STAT3	RELA	0.992
STAT3	PTPN2	0.99
STAT3	FN1	0.988
STAT3	IRF9	0.987
STAT3	MYC	0.985
STAT3	PTPN11	0.984
STAT3	IL10RA	0.984
STAT3	CDKN1A	0.984
STAT3	CEBPB	0.984
STAT3	FOXP3	0.984
STAT3	HDAC1	0.984
STAT3	IL6	0.984
STAT3	CISH	0.983
STAT3	IL21R	0.981
STAT3	MET	0.981
STAT3	NR3C1	0.981
STAT3	CCND1	0.98
STAT3	IL23R	0.98
STAT3	SYK	0.98
STAT3	FOXO3	0.978
STAT3	IL12RB1	0.976
STAT3	STAT4	0.973
STAT3	IRF4	0.973
STAT3	EZH2	0.973
STAT3	FLT3	0.971
STAT3	HSP90AA1	0.971
STAT3	IL10	0.968
STAT3	AKT1	0.966
STAT3	AMOTL1	0.965
