preferredName_A	preferredName_B	score
ITGA3	FN1	0.999
ITGA3	ITGB1	0.999
ITGA3	CD151	0.993
ITGA3	ITGB5	0.986
ITGA3	ITGB4	0.982
ITGA3	ITGB3	0.979
ITGA3	PTK2	0.978
ITGA3	ITGB6	0.977
ITGA3	ITGA2	0.972
ITGA3	CD9	0.969
ITGA3	ITGB2	0.969
ITGA3	ITGAV	0.968
ITGA3	THBS1	0.965
ITGA3	ITGB8	0.963
ITGA3	ITGA5	0.961
ITGA3	ITGA1	0.961
ITGA3	RELN	0.953
ITGA3	ITGB7	0.95
ITGA3	ITGA4	0.948
ITGA3	THBS2	0.931
ITGA3	THBS3	0.923
ITGA3	ITGA11	0.923
ITGA3	LAMA3	0.919
ITGA3	ITGA10	0.919
ITGA3	ITGAL	0.914
ITGA3	THBS4	0.913
ITGA3	COMP	0.912
