preferredName_A	preferredName_B	score
VCP	ATXN3	0.999
VCP	VCPIP1	0.999
VCP	SELENOS	0.999
VCP	FAF1	0.999
VCP	DERL1	0.999
VCP	FAF2	0.999
VCP	NPLOC4	0.999
VCP	UFD1	0.999
VCP	UBXN6	0.999
VCP	UBXN1	0.999
VCP	UBXN4	0.999
VCP	UBXN2A	0.999
VCP	AMFR	0.999
VCP	NSFL1C	0.999
VCP	UBXN7	0.999
VCP	ASPSCR1	0.998
VCP	IFT74	0.998
VCP	UBE4B	0.998
VCP	UBXN2B	0.998
VCP	YOD1	0.998
VCP	SYVN1	0.998
VCP	VCPKMT	0.998
VCP	SVIP	0.997
VCP	IFT88	0.997
VCP	TTC26	0.996
VCP	UBXN10	0.996
VCP	HDAC6	0.995
VCP	DERL2	0.994
VCP	PLAA	0.992
VCP	SEL1L	0.992
VCP	UBXN8	0.991
VCP	ANKZF1	0.99
VCP	OS9	0.987
VCP	UBE4A	0.978
VCP	SPRTN	0.976
VCP	UBC	0.975
VCP	NGLY1	0.972
VCP	RHBDD1	0.968
VCP	CANX	0.967
VCP	TARDBP	0.964
VCP	ATXN3L	0.956
VCP	ZFAND1	0.946
VCP	HSPA5	0.944
VCP	AUP1	0.943
VCP	UBQLN2	0.938
VCP	CFTR	0.938
VCP	UBQLN1	0.936
VCP	HSP90AA1	0.933
VCP	PSMD4	0.931
VCP	DERL3	0.93
