preferredName_A	preferredName_B	score
FGFR1	FGF18	0.999
FGFR1	FRS2	0.999
FGFR1	FGF23	0.999
FGFR1	FGF3	0.999
FGFR1	FGF6	0.999
FGFR1	FGF20	0.999
FGFR1	FGF1	0.999
FGFR1	KL	0.999
FGFR1	FGF16	0.999
FGFR1	FGF10	0.999
FGFR1	FGF4	0.999
FGFR1	FGF2	0.999
FGFR1	PLCG1	0.999
FGFR1	FGF7	0.999
FGFR1	KLB	0.999
FGFR1	FGF5	0.999
FGFR1	FGF8	0.999
FGFR1	FGF22	0.999
FGFR1	FGF9	0.999
FGFR1	FGF17	0.999
FGFR1	ANOS1	0.998
FGFR1	FGF21	0.998
FGFR1	FGF13	0.998
FGFR1	NCAM1	0.996
FGFR1	PIK3R1	0.992
FGFR1	FGF19	0.991
FGFR1	SOS1	0.987
FGFR1	KRAS	0.981
FGFR1	PIK3CA	0.977
FGFR1	SHC1	0.974
FGFR1	FGFR4	0.967
FGFR1	NRAS	0.966
FGFR1	INS	0.965
FGFR1	HRAS	0.962
FGFR1	GRB2	0.961
FGFR1	ZMYM2	0.957
FGFR1	HTR1A	0.951
FGFR1	PIK3R2	0.948
FGFR1	CTNNB1	0.947
FGFR1	CDH2	0.946
FGFR1	GRB14	0.946
FGFR1	SOS2	0.937
FGFR1	PIK3CB	0.933
FGFR1	PKM	0.932
FGFR1	EGF	0.926
FGFR1	PIK3CD	0.924
FGFR1	CREBBP	0.923
FGFR1	PIK3R3	0.923
FGFR1	PLCG2	0.92
FGFR1	SHC3	0.92
