preferredName_A	preferredName_B	score
PPP2R1A	PPP2R2D	0.999
PPP2R1A	PPP2R1B	0.999
PPP2R1A	PPP2CA	0.999
PPP2R1A	STRIP1	0.999
PPP2R1A	STRN3	0.999
PPP2R1A	PPP2R5D	0.999
PPP2R1A	PPP2R5C	0.999
PPP2R1A	INTS1	0.999
PPP2R1A	INTS5	0.999
PPP2R1A	STRN	0.999
PPP2R1A	MOB4	0.999
PPP2R1A	PPP2R5E	0.999
PPP2R1A	PPP2R5B	0.999
PPP2R1A	INTS6	0.999
PPP2R1A	PPP2CB	0.999
PPP2R1A	PPME1	0.999
PPP2R1A	PPP2R5A	0.999
PPP2R1A	PPP2R2C	0.999
PPP2R1A	PPP2R3B	0.999
PPP2R1A	PPP2R2A	0.999
PPP2R1A	PDCD10	0.998
PPP2R1A	STRN4	0.998
PPP2R1A	PTPA	0.998
PPP2R1A	SLMAP	0.998
PPP2R1A	PPP2R2B	0.998
PPP2R1A	SGO1	0.998
PPP2R1A	STK24	0.997
PPP2R1A	CTTNBP2NL	0.997
PPP2R1A	SIKE1	0.996
PPP2R1A	STK25	0.996
PPP2R1A	CTTNBP2	0.995
PPP2R1A	TRAF3IP3	0.995
PPP2R1A	INTS3	0.994
PPP2R1A	PPFIA2	0.994
PPP2R1A	PPFIA1	0.994
PPP2R1A	PPP2R3A	0.993
PPP2R1A	PPP4C	0.984
PPP2R1A	TIPRL	0.972
PPP2R1A	REC8	0.966
PPP2R1A	INTS2	0.963
PPP2R1A	STRIP2	0.955
PPP2R1A	MAP2K1	0.95
PPP2R1A	TP53	0.946
PPP2R1A	PPP3CA	0.943
PPP2R1A	INTS8	0.936
PPP2R1A	PPP3CB	0.936
PPP2R1A	PPP4R2	0.936
PPP2R1A	TNNI3	0.935
PPP2R1A	INTS4	0.933
PPP2R1A	RELA	0.933
