preferredName_A	preferredName_B	score
SKP2	CDKN1B	0.999
SKP2	CCNA2	0.999
SKP2	CCNA1	0.999
SKP2	SKP1	0.999
SKP2	CDK2	0.999
SKP2	CKS1B	0.999
SKP2	CUL1	0.999
SKP2	RBX1	0.999
SKP2	BTRC	0.998
SKP2	CDC20	0.998
SKP2	CDKN1A	0.996
SKP2	FBXW7	0.991
SKP2	CCNE1	0.99
SKP2	RB1	0.985
SKP2	CKS2	0.982
SKP2	FBXW11	0.98
SKP2	CDT1	0.977
SKP2	CDKN1C	0.975
SKP2	MYC	0.975
SKP2	NEDD8	0.974
SKP2	FZR1	0.96
SKP2	CCND1	0.959
SKP2	FBXO4	0.958
SKP2	E2F1	0.953
SKP2	CCNE2	0.953
SKP2	FBXO2	0.952
SKP2	CCNF	0.946
SKP2	CDK1	0.943
SKP2	EP300	0.942
SKP2	UFD1	0.941
SKP2	FOXO1	0.94
SKP2	CDH1	0.927
SKP2	ORC1	0.925
SKP2	UBB	0.925
SKP2	UBC	0.915
SKP2	RRAGA	0.915
SKP2	DDB1	0.915
SKP2	RPS27A	0.913
SKP2	RRAGB	0.905
SKP2	CAND1	0.903
SKP2	CUL2	0.902
SKP2	UBA52	0.902
