preferredName_A	preferredName_B	score
ACAA1	HSD17B4	0.999
ACAA1	EHHADH	0.998
ACAA1	ACOX1	0.998
ACAA1	HADHA	0.997
ACAA1	PEX7	0.995
ACAA1	ACOX3	0.995
ACAA1	ACADS	0.992
ACAA1	ACADSB	0.991
ACAA1	HMGCS2	0.99
ACAA1	HMGCS1	0.989
ACAA1	ECI2	0.987
ACAA1	SCP2	0.982
ACAA1	ACADL	0.979
ACAA1	ACADVL	0.979
ACAA1	ECHS1	0.977
ACAA1	HSD17B10	0.969
ACAA1	HMGCL	0.965
ACAA1	TYSND1	0.956
ACAA1	HADH	0.955
ACAA1	PCCB	0.955
ACAA1	ECHDC1	0.954
ACAA1	HADHB	0.952
ACAA1	ALDH6A1	0.952
ACAA1	PEX5	0.951
ACAA1	ACOX2	0.949
ACAA1	PCCA	0.948
ACAA1	HMGCLL1	0.947
ACAA1	ACAT1	0.946
ACAA1	CS	0.942
ACAA1	OXCT1	0.942
ACAA1	ACAA2	0.935
ACAA1	CRYL1	0.933
ACAA1	OXCT2	0.926
ACAA1	ACAT2	0.923
ACAA1	ACSS2	0.918
ACAA1	HSDL2	0.916
ACAA1	HTD2	0.912
ACAA1	ACSS1	0.911
ACAA1	ACLY	0.91
ACAA1	SUCLG1	0.908
