preferredName_A	preferredName_B	score
PGR	NCOA1	0.997
PGR	NCOR1	0.993
PGR	NCOR2	0.992
PGR	HSP90AA1	0.99
PGR	NCOA3	0.986
PGR	ERBB2	0.98
PGR	HSP90AB1	0.978
PGR	FKBP4	0.977
PGR	FKBP5	0.977
PGR	ESR1	0.974
PGR	HSPA4	0.972
PGR	BRCA1	0.963
PGR	PIK3CA	0.961
PGR	PGRMC1	0.944
PGR	PRKACB	0.937
PGR	SRC	0.937
PGR	PRKACA	0.937
PGR	PRKACG	0.937
PGR	PIK3R1	0.931
PGR	MAPK8	0.921
PGR	PIK3CB	0.92
PGR	MAPK14	0.92
PGR	PIK3R2	0.912
PGR	PIK3CD	0.911
PGR	PIK3R3	0.911
PGR	NCOA2	0.911
PGR	MAPK12	0.91
PGR	MAPK11	0.909
PGR	MAPK9	0.908
PGR	MAPK13	0.908
