preferredName_A	preferredName_B	score
CDKN1B	CDK4	0.999
CDKN1B	CDK6	0.999
CDKN1B	CCND3	0.999
CDKN1B	CCNE1	0.999
CDKN1B	CCND1	0.999
CDKN1B	SKP2	0.999
CDKN1B	CDK2	0.999
CDKN1B	CCNA1	0.999
CDKN1B	CCND2	0.999
CDKN1B	CCNA2	0.999
CDKN1B	CCNE2	0.998
CDKN1B	CKS1B	0.997
CDKN1B	CUL1	0.996
CDKN1B	AKT1	0.996
CDKN1B	CCNL2	0.995
CDKN1B	SKP1	0.994
CDKN1B	COPS5	0.992
CDKN1B	TP53	0.991
CDKN1B	RBX1	0.989
CDKN1B	SPDYA	0.983
CDKN1B	CDKN1A	0.982
CDKN1B	FOXO3	0.98
CDKN1B	CUL4A	0.98
CDKN1B	CDK1	0.978
CDKN1B	RHOA	0.977
CDKN1B	CCNB1	0.972
CDKN1B	XPO1	0.97
CDKN1B	UBC	0.967
CDKN1B	RPS27A	0.966
CDKN1B	AKT3	0.96
CDKN1B	CDKN2C	0.956
CDKN1B	AKT2	0.956
CDKN1B	UBB	0.953
CDKN1B	DDB1	0.952
CDKN1B	STMN1	0.951
CDKN1B	ARIH1	0.949
CDKN1B	UBA52	0.947
CDKN1B	CDKN1C	0.946
CDKN1B	CDK5	0.941
CDKN1B	CDKN2A	0.93
CDKN1B	COP1	0.928
CDKN1B	CUL4B	0.926
CDKN1B	CDKN2D	0.925
CDKN1B	DTL	0.924
CDKN1B	SFN	0.923
CDKN1B	CRBN	0.915
CDKN1B	DDB2	0.913
CDKN1B	AMBRA1	0.91
CDKN1B	CDK3	0.909
CDKN1B	DCAF7	0.908
