preferredName_A	preferredName_B	score
ERBB2	ERBB4	0.999
ERBB2	GRB7	0.999
ERBB2	NRG1	0.999
ERBB2	EGFR	0.999
ERBB2	ERBIN	0.999
ERBB2	GRB2	0.999
ERBB2	SHC1	0.999
ERBB2	ERBB3	0.999
ERBB2	CD44	0.999
ERBB2	SRC	0.999
ERBB2	EGF	0.999
ERBB2	HSP90AA1	0.999
ERBB2	TGFA	0.998
ERBB2	CTNNB1	0.998
ERBB2	MUC4	0.996
ERBB2	PIK3R1	0.995
ERBB2	PLXNB1	0.994
ERBB2	NRG2	0.994
ERBB2	IGF1R	0.993
ERBB2	HSP90AB1	0.993
ERBB2	IGF1	0.992
ERBB2	PIK3CA	0.992
ERBB2	PTK2	0.99
ERBB2	PIK3R2	0.985
ERBB2	STUB1	0.982
ERBB2	PLCG1	0.981
ERBB2	PGR	0.98
ERBB2	MUC1	0.979
ERBB2	PLCG2	0.979
ERBB2	ESR1	0.976
ERBB2	PIK3R3	0.975
ERBB2	PIK3CB	0.972
ERBB2	PTPN11	0.971
ERBB2	CDH1	0.97
ERBB2	KRAS	0.966
ERBB2	JAK2	0.966
ERBB2	INS	0.965
ERBB2	SHC3	0.961
ERBB2	SHC2	0.96
ERBB2	JAK1	0.959
ERBB2	AREG	0.959
ERBB2	DCN	0.958
ERBB2	JAK3	0.951
ERBB2	HSPA4	0.951
ERBB2	STAT3	0.948
ERBB2	GAB1	0.948
ERBB2	SHC4	0.946
ERBB2	TRIM21	0.945
ERBB2	HBEGF	0.944
ERBB2	ITGB4	0.944
