preferredName_A	preferredName_B	score
CCL3	CCR5	0.999
CCL3	CCR1	0.999
CCL3	CCR2	0.999
CCL3	CCR3	0.998
CCL3	CCL4	0.997
CCL3	CXCR3	0.997
CCL3	CXCR4	0.993
CCL3	CCL3L1	0.992
CCL3	TNF	0.988
CCL3	CXCR2	0.984
CCL3	ACKR2	0.982
CCL3	CXCR1	0.981
CCL3	CXCL8	0.977
CCL3	CCR6	0.973
CCL3	IL10	0.972
CCL3	IL1B	0.972
CCL3	CCL20	0.97
CCL3	CX3CR1	0.97
CCL3	IL6	0.962
CCL3	CCR7	0.953
CCL3	IDE	0.953
CCL3	CCRL2	0.951
CCL3	CXCL10	0.951
CCL3	CXCL1	0.948
CCL3	IFNG	0.947
CCL3	CCR9	0.946
CCL3	CXCL2	0.939
CCL3	CSF2	0.935
CCL3	CXCR6	0.934
CCL3	CSF3	0.929
CCL3	IL1A	0.923
CCL3	CCL5	0.913
CCL3	CXCR5	0.906
CCL3	XCR1	0.901
