preferredName_A	preferredName_B	score
MSH6	PMS1	0.999
MSH6	MLH3	0.999
MSH6	MSH2	0.999
MSH6	MLH1	0.999
MSH6	MSH3	0.999
MSH6	PMS2	0.999
MSH6	ATM	0.999
MSH6	PCNA	0.998
MSH6	EXO1	0.996
MSH6	BRCA1	0.996
MSH6	POLD1	0.995
MSH6	XRCC6	0.992
MSH6	MUTYH	0.982
MSH6	ERCC1	0.974
MSH6	XRCC5	0.972
MSH6	BLM	0.972
MSH6	BRCA2	0.967
MSH6	PRKDC	0.967
MSH6	ERCC4	0.966
MSH6	LIG4	0.965
MSH6	ERCC5	0.963
MSH6	POLE	0.957
MSH6	RAD23B	0.955
MSH6	FEN1	0.95
MSH6	XRCC4	0.946
MSH6	DCLRE1C	0.935
MSH6	XPC	0.933
MSH6	KDM1A	0.932
MSH6	NHEJ1	0.931
MSH6	RFC4	0.928
MSH6	FANCM	0.927
MSH6	BARD1	0.925
MSH6	ERCC8	0.921
MSH6	CETN2	0.917
MSH6	PAXX	0.916
MSH6	PHF21A	0.913
MSH6	SWSAP1	0.912
MSH6	RPA1	0.91
MSH6	RCOR1	0.908
MSH6	NBN	0.907
MSH6	ATP23	0.905
MSH6	RFC2	0.901
