preferredName_A	preferredName_B	score
FLT4	VEGFC	0.999
FLT4	VEGFB	0.999
FLT4	VEGFD	0.999
FLT4	PGF	0.998
FLT4	KDR	0.994
FLT4	NRP2	0.992
FLT4	PDGFC	0.991
FLT4	ANGPT2	0.98
FLT4	GRB2	0.979
FLT4	SHC1	0.974
FLT4	CDH5	0.954
FLT4	FGF2	0.942
FLT4	LYVE1	0.94
FLT4	PECAM1	0.94
FLT4	PTK2	0.921
FLT4	FLT1	0.92
FLT4	ANGPT1	0.916
FLT4	FGF22	0.915
FLT4	FGF8	0.912
FLT4	FGF16	0.912
FLT4	FGF10	0.912
FLT4	FGF6	0.912
FLT4	EGF	0.911
FLT4	FGF17	0.91
FLT4	FGF4	0.91
FLT4	FGF3	0.91
FLT4	FGF20	0.91
FLT4	FGF9	0.909
FLT4	FGF7	0.909
FLT4	FGF18	0.909
FLT4	FGF5	0.908
