preferredName_A	preferredName_B	score
NRAS	BRAF	0.999
NRAS	RAF1	0.999
NRAS	PIK3CA	0.995
NRAS	ARAF	0.994
NRAS	NF1	0.994
NRAS	SOS1	0.992
NRAS	EGFR	0.991
NRAS	PIK3CG	0.991
NRAS	RALGDS	0.988
NRAS	SHOC2	0.987
NRAS	ALK	0.986
NRAS	CDKN2A	0.984
NRAS	RASA1	0.984
NRAS	MAP2K1	0.983
NRAS	FGFR3	0.981
NRAS	KIT	0.981
NRAS	FGFR2	0.977
NRAS	AFDN	0.975
NRAS	PLCE1	0.974
NRAS	GNAQ	0.974
NRAS	MAPK3	0.97
NRAS	SRC	0.97
NRAS	MAP2K2	0.968
NRAS	PDGFRA	0.967
NRAS	MET	0.966
NRAS	SOS2	0.966
NRAS	FGFR1	0.966
NRAS	RIN1	0.966
NRAS	IGF1R	0.96
NRAS	RASSF1	0.96
NRAS	CALM3	0.959
NRAS	MAPK1	0.959
NRAS	PDGFRB	0.959
NRAS	CALML5	0.958
NRAS	CALML3	0.958
NRAS	RASA2	0.958
NRAS	RGL2	0.957
NRAS	RASSF5	0.957
NRAS	PIK3R1	0.956
NRAS	RGL1	0.956
NRAS	CALML6	0.954
NRAS	CALML4	0.954
NRAS	RASGRP2	0.954
NRAS	PIK3CD	0.954
NRAS	EML4	0.953
NRAS	RPS6KA1	0.952
NRAS	PTPN11	0.952
NRAS	RASGRP1	0.949
NRAS	MAP3K1	0.949
NRAS	PRKCE	0.948
