preferredName_A	preferredName_B	score
AKR1C3	AKR1C2	0.997
AKR1C3	AKR1C1	0.995
AKR1C3	SRD5A1	0.986
AKR1C3	HSD17B3	0.986
AKR1C3	AKR1D1	0.983
AKR1C3	HSD17B2	0.982
AKR1C3	HSD3B2	0.981
AKR1C3	CYP17A1	0.979
AKR1C3	HSD17B6	0.978
AKR1C3	HSD17B1	0.975
AKR1C3	HSD3B1	0.971
AKR1C3	CBR1	0.971
AKR1C3	SRD5A2	0.969
AKR1C3	SRD5A3	0.965
AKR1C3	CYP19A1	0.956
AKR1C3	STS	0.952
AKR1C3	CYP11B1	0.947
AKR1C3	UGT2B15	0.946
AKR1C3	PTGDS	0.944
AKR1C3	UGT2B17	0.939
AKR1C3	CYP1B1	0.937
AKR1C3	SULT1E1	0.936
AKR1C3	HPGDS	0.936
AKR1C3	HSD17B8	0.936
AKR1C3	CYP11B2	0.936
AKR1C3	CYP3A4	0.935
AKR1C3	CYP1A1	0.935
AKR1C3	SULT2B1	0.935
AKR1C3	UGT2B7	0.933
AKR1C3	UGT1A6	0.93
AKR1C3	CYP3A5	0.929
AKR1C3	DHRS9	0.929
AKR1C3	CYP3A7	0.926
AKR1C3	AKR1B10	0.925
AKR1C3	UGT1A1	0.924
AKR1C3	CYP1A2	0.924
AKR1C3	ENSP00000480571	0.923
AKR1C3	UGT1A8	0.923
AKR1C3	UGT1A4	0.922
AKR1C3	UGT1A10	0.922
AKR1C3	SPR	0.92
AKR1C3	UGT1A7	0.919
AKR1C3	UGT2B4	0.919
AKR1C3	UGT1A3	0.918
AKR1C3	UGT1A9	0.918
AKR1C3	UGT2A3	0.918
AKR1C3	UGT2A2	0.917
AKR1C3	UGT2B10	0.917
AKR1C3	UGT2B11	0.916
AKR1C3	UGT2B28	0.915
